geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
14000US36047041700,"Census Tract 417, Kings, NY",3330,724,800,300,606,234,0,13,134,138,0,13,1315,444,475,414,311,379,164,122
14000US36047041800,"Census Tract 418, Kings, NY",2785,530,2331,573,13,26,13,21,156,153,0,13,136,138,136,111,0,13,136,111
14000US36047041900,"Census Tract 419, Kings, NY",3866,841,750,361,1527,704,159,163,319,336,0,13,1009,244,102,78,102,78,0,13
14000US36047042000,"Census Tract 420, Kings, NY",1812,345,1537,328,142,196,0,13,6,10,0,13,101,89,26,31,26,31,0,13
14000US36047042100,"Census Tract 421, Kings, NY",4505,758,1490,374,370,167,0,13,308,172,0,13,1818,722,519,288,399,238,120,110
14000US36047042200,"Census Tract 422, Kings, NY",3624,688,2240,669,129,84,34,53,223,185,0,13,851,485,147,216,15,26,132,213
14000US36047042300,"Census Tract 423, Kings, NY",3990,600,1774,427,479,272,0,13,260,180,0,13,1264,491,213,180,213,180,0,13
14000US36047042400,"Census Tract 424, Kings, NY",3753,642,1546,371,4,9,12,30,1722,675,0,13,337,325,132,117,65,74,67,76
14000US36047042500,"Census Tract 425, Kings, NY",3412,622,1602,428,277,218,0,13,60,52,0,13,1215,639,258,179,95,70,163,181
14000US36047042600,"Census Tract 426, Kings, NY",4782,901,2105,807,105,174,0,13,1526,298,0,13,867,455,179,148,30,46,149,137
14000US36047042700,"Census Tract 427, Kings, NY",4690,632,2229,419,294,213,354,345,337,181,0,13,1145,365,331,176,242,174,89,56
14000US36047042800,"Census Tract 428, Kings, NY",3892,551,1737,361,75,60,0,13,1613,468,0,13,255,207,212,171,13,20,199,170
14000US36047042900,"Census Tract 429, Kings, NY",5558,966,1708,443,418,282,45,71,313,170,0,18,2456,914,618,340,286,184,332,259
14000US36047043000,"Census Tract 430, Kings, NY",3738,664,1696,408,4,8,0,13,1166,359,0,13,514,430,358,271,118,156,240,227
14000US36047043100,"Census Tract 431, Kings, NY",4695,675,1914,389,351,279,42,65,196,108,0,13,1486,486,706,426,371,408,335,205
14000US36047043200,"Census Tract 432, Kings, NY",4504,712,1894,422,62,77,9,14,1828,559,0,13,503,259,208,147,66,65,142,128
14000US36047043300,"Census Tract 433, Kings, NY",3820,651,525,232,416,202,15,21,128,121,49,43,1799,595,888,529,793,527,95,71
14000US36047043400,"Census Tract 434, Kings, NY",4014,619,1485,399,102,92,0,13,1784,621,0,13,254,190,389,348,78,82,311,332
14000US36047043500,"Census Tract 435, Kings, NY",5191,793,896,362,925,521,0,18,365,248,0,18,2733,768,272,200,258,199,14,22
14000US36047043600,"Census Tract 436, Kings, NY",5057,864,2914,644,49,70,93,104,1222,513,0,18,518,501,261,188,0,18,261,188
14000US36047043700,"Census Tract 437, Kings, NY",6041,1223,1817,493,679,334,44,62,139,93,0,18,2061,610,1301,1044,566,515,735,843
14000US36047043800,"Census Tract 438, Kings, NY",2463,363,1974,367,89,92,0,13,244,125,0,13,13,14,143,114,7,10,136,113
14000US36047043900,"Census Tract 439, Kings, NY",3919,637,767,333,1000,591,76,111,611,252,0,13,1178,508,287,265,218,261,69,63
14000US36047044000,"Census Tract 440, Kings, NY",2952,468,2577,462,74,60,0,13,87,73,0,13,108,117,106,78,1,3,105,78
14000US36047044100,"Census Tract 441, Kings, NY",5563,1099,1395,361,597,306,0,18,542,255,0,18,2460,1034,569,500,79,74,490,490
14000US36047044200,"Census Tract 442, Kings, NY",2499,458,2448,442,6,6,0,13,0,13,0,13,18,27,27,41,0,13,27,41
14000US36047044300,"Census Tract 443, Kings, NY",4537,685,2247,481,153,107,0,13,347,205,0,13,1392,602,398,210,284,197,114,84
14000US36047044400,"Census Tract 444, Kings, NY",3900,824,3065,921,205,269,0,13,232,182,0,13,392,308,6,10,0,13,6,10
14000US36047044500,"Census Tract 445, Kings, NY",4519,685,1673,392,399,290,22,35,407,181,0,13,1571,688,447,205,267,182,180,123
14000US36047044600,"Census Tract 446, Kings, NY",2055,370,821,221,26,28,0,13,906,266,0,13,173,189,129,151,103,147,26,39
14000US36047044700,"Census Tract 447, Kings, NY",2487,418,1115,313,373,188,0,13,42,34,15,25,752,231,190,156,144,146,46,51
14000US36047044800,"Census Tract 448, Kings, NY",1918,272,1611,316,0,13,0,13,207,184,0,13,29,43,71,86,44,74,27,18
14000US36047044901,"Census Tract 449.01, Kings, NY",2884,542,952,246,1317,513,0,13,56,70,0,13,404,237,155,158,133,154,22,23
14000US36047044902,"Census Tract 449.02, Kings, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36047045000,"Census Tract 450, Kings, NY",982,406,881,396,13,13,0,13,74,86,0,13,14,21,0,13,0,13,0,13
14000US36047045200,"Census Tract 452, Kings, NY",2766,553,2438,538,88,106,0,13,88,90,0,13,152,161,0,13,0,13,0,13
14000US36047045300,"Census Tract 453, Kings, NY",2291,395,936,168,592,299,155,102,19,21,0,13,365,112,224,77,70,51,154,69
14000US36047045400,"Census Tract 454, Kings, NY",1737,593,1302,232,80,122,0,13,10,13,0,13,345,494,0,13,0,13,0,13
14000US36047045600,"Census Tract 456, Kings, NY",2202,380,1321,230,15,22,0,13,466,80,0,13,190,304,210,122,30,36,180,116
14000US36047045800,"Census Tract 458, Kings, NY",1196,256,1156,250,33,33,0,13,0,13,0,13,0,13,7,10,7,10,0,13
14000US36047046000,"Census Tract 460, Kings, NY",3529,667,1699,391,144,118,0,13,923,467,0,13,325,210,438,262,249,158,189,193
14000US36047046201,"Census Tract 462.01, Kings, NY",2287,498,1628,508,8,14,0,13,488,271,0,13,29,43,134,177,0,13,134,177
14000US36047046202,"Census Tract 462.02, Kings, NY",1960,481,1741,460,37,56,0,13,165,108,0,13,17,21,0,13,0,13,0,13
14000US36047046400,"Census Tract 464, Kings, NY",2847,627,2528,622,21,23,0,13,190,88,0,13,70,64,38,46,0,13,38,46
14000US36047046800,"Census Tract 468, Kings, NY",2213,522,2204,522,5,7,0,13,0,13,0,13,2,4,2,4,2,4,0,13
14000US36047047000,"Census Tract 470, Kings, NY",2527,507,2487,512,3,5,0,13,0,13,0,13,0,13,37,47,1,3,36,47
14000US36047047200,"Census Tract 472, Kings, NY",3009,581,2818,543,28,25,0,13,18,34,0,13,114,168,31,40,12,19,19,35
14000US36047047400,"Census Tract 474, Kings, NY",2590,455,2319,477,5,8,0,13,33,47,0,13,100,145,133,142,0,13,133,142
14000US36047047600,"Census Tract 476, Kings, NY",3132,1025,2780,956,155,147,0,13,16,29,0,13,168,250,13,17,12,17,1,2
14000US36047047700,"Census Tract 477, Kings, NY",4017,537,2979,479,104,147,0,13,263,125,0,13,158,104,513,234,216,198,297,153
14000US36047047800,"Census Tract 478, Kings, NY",4398,732,3548,711,7,16,0,13,286,176,0,13,337,232,220,176,115,138,105,116
14000US36047048000,"Census Tract 480, Kings, NY",3324,799,2153,677,102,67,232,352,488,204,0,13,338,201,11,24,11,24,0,13
14000US36047048100,"Census Tract 481, Kings, NY",3053,852,1712,287,178,108,0,13,166,84,0,13,829,817,168,105,56,46,112,85
14000US36047048200,"Census Tract 482, Kings, NY",5545,885,3211,927,441,211,48,72,1473,439,0,18,277,169,95,78,18,28,77,74
14000US36047048400,"Census Tract 484, Kings, NY",5889,1423,4350,1396,243,224,0,18,1031,535,0,18,134,138,131,108,55,51,76,93
14000US36047048500,"Census Tract 485, Kings, NY",2329,296,1432,206,223,179,91,106,105,51,0,13,245,177,233,112,113,117,120,61
14000US36047048600,"Census Tract 486, Kings, NY",3556,947,1146,317,634,895,64,78,1245,226,0,13,413,230,54,52,0,13,54,52
14000US36047048800,"Census Tract 488, Kings, NY",4420,609,2241,498,365,141,0,13,1228,365,0,13,411,180,175,110,86,88,89,64
14000US36047048900,"Census Tract 489, Kings, NY",3709,775,718,449,1482,417,326,316,20,30,0,13,1065,519,98,92,42,52,56,79
14000US36047049000,"Census Tract 490, Kings, NY",5573,961,2540,577,366,203,35,91,1589,647,0,18,716,581,327,182,3,6,324,181
14000US36047049100,"Census Tract 491, Kings, NY",6993,1125,2870,1255,943,215,165,239,1736,434,0,18,1201,608,78,77,49,62,29,48
14000US36047049200,"Census Tract 492, Kings, NY",2978,559,1660,457,337,209,0,13,563,220,0,13,28,37,390,240,234,205,156,132
14000US36047049301,"Census Tract 493.01, Kings, NY",2408,469,644,315,876,342,35,59,0,13,0,13,659,338,194,219,169,213,25,46
14000US36047049302,"Census Tract 493.02, Kings, NY",5262,694,1636,467,927,529,0,18,259,222,0,18,1905,689,535,335,254,276,281,194
14000US36047049400,"Census Tract 494, Kings, NY",5372,655,3153,581,483,174,0,18,926,317,0,18,225,190,585,281,221,108,364,278
14000US36047049500,"Census Tract 495, Kings, NY",2546,391,1924,411,274,116,0,13,174,82,0,13,121,91,53,49,31,43,22,24
14000US36047049600,"Census Tract 496, Kings, NY",3938,631,1941,379,170,141,0,13,1338,402,0,13,393,354,96,81,52,64,44,53
14000US36047049700,"Census Tract 497, Kings, NY",3076,346,2396,305,66,52,0,13,322,208,0,13,98,64,194,123,63,87,131,77
14000US36047049800,"Census Tract 498, Kings, NY",4036,664,1509,454,87,86,0,13,1466,615,0,13,401,276,573,305,153,124,420,255
14000US36047049900,"Census Tract 499, Kings, NY",2088,351,1574,237,54,55,0,13,85,54,0,13,76,87,299,246,39,45,260,242
14000US36047050001,"Census Tract 500.01, Kings, NY",2250,437,1460,414,181,123,0,13,392,175,0,13,79,112,138,74,35,26,103,68
14000US36047050002,"Census Tract 500.02, Kings, NY",1966,392,1175,209,188,108,0,13,215,146,0,13,75,103,313,234,16,24,297,239
14000US36047050100,"Census Tract 501, Kings, NY",3373,547,2150,448,110,134,6,39,191,117,0,13,598,348,318,204,154,116,164,167
14000US36047050202,"Census Tract 502.02, Kings, NY",2460,356,2049,320,19,22,14,21,135,80,0,13,23,25,220,135,40,45,180,128
14000US36047050300,"Census Tract 503, Kings, NY",2910,568,2171,543,97,86,93,92,175,118,0,13,110,67,264,105,48,49,216,94
14000US36047050401,"Census Tract 504.01, Kings, NY",3171,404,1784,360,435,233,0,13,530,393,0,13,50,49,372,236,188,174,184,128
14000US36047050402,"Census Tract 504.02, Kings, NY",1758,719,1281,398,410,367,0,13,18,30,0,13,0,13,49,48,0,13,49,48
14000US36047050500,"Census Tract 505, Kings, NY",4136,853,1250,285,1112,866,0,13,534,329,0,13,625,332,615,313,540,316,75,59
14000US36047050600,"Census Tract 506, Kings, NY",5820,1026,1897,357,2072,636,58,81,705,781,0,18,645,287,443,313,307,304,136,77
14000US36047050700,"Census Tract 507, Kings, NY",3780,891,3188,898,147,167,30,44,34,28,0,13,243,184,138,98,92,78,46,73
14000US36047050801,"Census Tract 508.01, Kings, NY",3719,532,728,294,2167,411,0,13,168,133,0,13,432,353,224,212,193,210,31,39
14000US36047050803,"Census Tract 508.03, Kings, NY",2752,494,686,200,1564,271,8,14,80,47,0,13,147,111,267,310,218,305,49,36
14000US36047050804,"Census Tract 508.04, Kings, NY",6597,1169,1701,636,3026,898,0,18,413,274,0,18,1206,411,251,147,116,89,135,120
14000US36047050900,"Census Tract 509, Kings, NY",6003,1310,5442,1332,36,43,0,18,0,18,0,18,359,288,166,222,0,18,166,222
14000US36047051001,"Census Tract 510.01, Kings, NY",4491,1007,291,108,3647,1022,0,13,148,210,0,13,206,149,199,111,125,101,74,52
14000US36047051002,"Census Tract 510.02, Kings, NY",4038,442,531,147,2357,436,101,159,98,77,0,13,700,467,251,170,191,140,60,57
14000US36047051100,"Census Tract 511, Kings, NY",4491,603,2329,563,239,161,0,13,870,171,0,13,703,247,350,164,275,146,75,62
14000US36047051200,"Census Tract 512, Kings, NY",6470,939,1325,562,3950,1040,0,18,93,100,0,18,818,548,284,187,94,79,190,160
14000US36047051300,"Census Tract 513, Kings, NY",5825,765,3068,606,303,329,234,228,269,190,0,18,1372,540,579,232,122,140,457,210
14000US36047051400,"Census Tract 514, Kings, NY",7733,964,1449,335,3581,1079,163,274,403,278,0,18,1331,777,806,435,596,380,210,190
14000US36047051500,"Census Tract 515, Kings, NY",2812,489,2102,496,97,94,0,13,404,221,0,13,62,43,147,78,77,54,70,52
14000US36047051601,"Census Tract 516.01, Kings, NY",5132,672,772,301,3446,640,0,18,248,248,0,18,346,167,320,178,246,170,74,61
14000US36047051602,"Census Tract 516.02, Kings, NY",3843,620,338,154,2671,572,0,13,36,33,0,13,685,281,113,84,78,81,35,40
14000US36047051700,"Census Tract 517, Kings, NY",2857,433,1963,334,38,36,0,13,206,94,0,13,361,322,289,194,52,47,237,196
14000US36047051800,"Census Tract 518, Kings, NY",3455,617,1098,282,1484,541,0,13,109,97,0,13,402,191,362,242,104,123,258,221
14000US36047051900,"Census Tract 519, Kings, NY",5257,733,3809,482,178,171,0,18,716,530,0,18,99,99,455,306,246,275,209,109
14000US36047052000,"Census Tract 520, Kings, NY",3951,757,1846,309,888,684,0,13,627,219,0,13,394,151,196,182,170,178,26,29
14000US36047052300,"Census Tract 523, Kings, NY",5376,726,2658,564,526,303,34,55,319,208,0,18,1408,518,431,308,356,300,75,65
14000US36047052500,"Census Tract 525, Kings, NY",3321,791,2203,773,97,110,0,13,138,100,0,13,620,309,263,183,190,158,73,82
14000US36047052600,"Census Tract 526, Kings, NY",4366,598,2132,408,702,308,9,16,868,414,0,13,536,364,119,77,42,47,77,63
14000US36047052700,"Census Tract 527, Kings, NY",6917,1013,2855,753,436,354,55,87,750,681,0,18,2563,792,258,140,120,109,138,93
14000US36047052800,"Census Tract 528, Kings, NY",1935,258,1196,193,154,79,0,13,440,167,0,13,56,61,89,66,47,60,42,38
14000US36047052900,"Census Tract 529, Kings, NY",2920,703,2605,661,0,13,0,13,1,2,0,13,234,230,80,109,80,109,0,13
14000US36047053000,"Census Tract 530, Kings, NY",4133,914,2731,758,71,45,0,13,885,252,17,36,146,143,283,276,32,33,251,275
14000US36047053101,"Census Tract 531.01, Kings, NY",2915,1114,2583,1041,74,118,0,13,0,13,0,13,258,181,0,13,0,13,0,13
14000US36047053102,"Census Tract 531.02, Kings, NY",6244,1638,5900,1648,0,18,0,18,118,176,0,18,35,53,191,239,162,235,29,44
14000US36047053200,"Census Tract 532, Kings, NY",2759,363,1517,351,184,134,0,13,494,177,0,13,342,255,222,181,163,168,59,75
14000US36047053300,"Census Tract 533, Kings, NY",6367,1466,6324,1466,40,42,0,18,1,4,0,18,0,18,2,5,0,18,2,5
14000US36047053400,"Census Tract 534, Kings, NY",4927,823,2609,657,372,143,0,13,1651,713,19,32,102,111,174,135,5,10,169,134
14000US36047053500,"Census Tract 535, Kings, NY",4033,1007,3743,1012,30,45,0,13,0,13,0,13,235,250,25,34,25,34,0,13
14000US36047053700,"Census Tract 537, Kings, NY",4275,777,4172,770,66,34,0,13,26,24,0,13,0,13,11,16,5,10,6,12
14000US36047053800,"Census Tract 538, Kings, NY",5759,979,3747,658,620,424,0,18,800,482,0,18,466,434,126,192,59,70,67,178
14000US36047053900,"Census Tract 539, Kings, NY",2878,498,2294,575,46,44,0,13,21,28,0,13,360,232,157,129,87,69,70,101
14000US36047054200,"Census Tract 542, Kings, NY",4138,566,3776,613,62,48,0,13,147,95,0,13,44,61,109,122,19,24,90,118
14000US36047054300,"Census Tract 543, Kings, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36047054400,"Census Tract 544, Kings, NY",4140,623,3333,571,0,13,0,13,695,323,0,13,52,57,60,69,40,62,20,29
14000US36047054500,"Census Tract 545, Kings, NY",7650,1657,5323,1514,1300,629,0,18,40,68,0,18,581,325,406,335,204,259,202,218
14000US36047054600,"Census Tract 546, Kings, NY",5445,754,3851,655,237,118,0,18,656,419,0,18,390,426,311,220,113,121,198,197
14000US36047054700,"Census Tract 547, Kings, NY",6717,821,5273,827,314,183,17,25,124,96,0,18,391,244,598,337,165,136,433,310
14000US36047054800,"Census Tract 548, Kings, NY",2248,469,2079,461,47,40,0,13,39,36,0,13,46,37,37,46,4,8,33,47
14000US36047054900,"Census Tract 549, Kings, NY",4577,827,3597,890,0,13,11,23,263,127,0,13,336,157,370,135,198,94,172,107
14000US36047055000,"Census Tract 550, Kings, NY",3773,453,3046,403,183,149,0,13,279,139,0,13,156,161,109,105,82,95,27,40
14000US36047055100,"Census Tract 551, Kings, NY",5413,778,3327,513,669,388,26,41,314,272,0,18,722,586,355,222,131,146,224,159
14000US36047055200,"Census Tract 552, Kings, NY",3625,463,2537,418,4,9,0,13,804,427,0,13,23,34,257,261,7,9,250,258
14000US36047055300,"Census Tract 553, Kings, NY",3065,643,1902,236,44,49,0,13,119,65,0,13,758,595,242,163,90,70,152,150
14000US36047055400,"Census Tract 554, Kings, NY",4252,660,3184,564,32,38,0,13,576,279,0,13,269,266,191,175,29,33,162,172
14000US36047055500,"Census Tract 555, Kings, NY",9345,841,6069,877,459,340,0,18,1223,311,0,18,491,266,1103,380,194,81,909,363
14000US36047055600,"Census Tract 556, Kings, NY",4079,688,3406,740,40,39,0,13,410,199,0,13,107,162,116,132,3,5,113,132
14000US36047055700,"Census Tract 557, Kings, NY",1834,324,1342,230,21,26,33,40,132,58,0,13,33,28,273,207,212,201,61,46
14000US36047055800,"Census Tract 558, Kings, NY",2511,311,1710,295,44,41,0,13,462,128,0,13,223,216,72,61,0,13,72,61
14000US36047056000,"Census Tract 560, Kings, NY",3651,387,2998,391,103,139,15,28,352,214,0,13,100,149,83,84,39,51,44,66
14000US36047056100,"Census Tract 561, Kings, NY",3776,511,2875,349,66,66,22,33,220,87,0,13,127,86,466,319,243,184,223,161
14000US36047056200,"Census Tract 562, Kings, NY",1936,401,1695,388,0,13,0,13,155,97,0,13,0,13,86,97,0,13,86,97
14000US36047056301,"Census Tract 563.01, Kings, NY",4387,800,3097,617,95,98,0,13,306,209,0,13,701,171,188,119,44,70,144,117
14000US36047056302,"Census Tract 563.02, Kings, NY",1638,351,902,278,290,234,0,13,96,92,0,13,121,170,229,216,154,190,75,114
14000US36047056400,"Census Tract 564, Kings, NY",2735,391,1606,248,96,104,0,13,800,298,0,13,139,172,94,79,33,37,61,69
14000US36047056500,"Census Tract 565, Kings, NY",3432,379,2976,365,0,13,0,13,119,73,0,13,235,158,102,91,19,22,83,88
14000US36047056600,"Census Tract 566, Kings, NY",2679,530,1199,196,369,188,0,13,935,503,0,13,64,47,112,75,15,16,97,70
14000US36047056800,"Census Tract 568, Kings, NY",1440,316,829,173,0,13,0,13,453,224,0,13,39,52,119,188,0,13,119,188
14000US36047056900,"Census Tract 569, Kings, NY",1762,220,1437,229,20,20,0,13,29,25,0,13,110,127,166,80,85,69,81,48
14000US36047057000,"Census Tract 570, Kings, NY",3790,523,2503,485,134,78,0,13,728,158,0,13,229,242,196,187,46,40,150,184
14000US36047057100,"Census Tract 571, Kings, NY",4036,590,3244,548,1,8,0,13,150,79,0,13,0,13,641,331,184,162,457,272
14000US36047057200,"Census Tract 572, Kings, NY",5394,850,1349,511,2921,832,0,18,499,245,0,18,197,186,428,304,315,305,113,165
14000US36047057300,"Census Tract 573, Kings, NY",2545,322,2160,270,48,54,0,13,84,64,0,13,18,22,235,162,62,91,173,143
14000US36047057400,"Census Tract 574, Kings, NY",2993,414,1223,269,1,4,0,13,1711,370,0,13,27,40,31,39,1,3,30,39
14000US36047057500,"Census Tract 575, Kings, NY",4417,598,3357,484,127,141,76,133,109,80,0,13,311,326,437,307,119,117,318,250
14000US36047057600,"Census Tract 576, Kings, NY",3157,460,1256,379,36,39,0,13,1642,369,0,13,68,86,155,99,7,11,148,97
14000US36047057800,"Census Tract 578, Kings, NY",2964,456,1537,437,135,79,0,13,953,274,0,13,175,157,164,178,13,21,151,174
14000US36047057901,"Census Tract 579.01, Kings, NY",1274,291,870,207,187,179,0,13,98,63,0,13,79,51,40,32,35,29,5,9
14000US36047057902,"Census Tract 579.02, Kings, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36047058000,"Census Tract 580, Kings, NY",4214,846,1905,654,285,263,0,13,1509,474,0,13,323,205,192,240,160,237,32,36
14000US36047058200,"Census Tract 582, Kings, NY",2697,777,1149,354,57,66,217,343,573,172,0,13,581,732,120,79,0,13,120,79
14000US36047058400,"Census Tract 584, Kings, NY",3655,529,2614,489,167,154,0,13,787,277,0,13,21,25,66,60,26,27,40,44
14000US36047058600,"Census Tract 586, Kings, NY",2769,407,835,240,203,182,0,13,1708,339,0,13,13,21,10,17,10,17,0,13
14000US36047058800,"Census Tract 588, Kings, NY",3542,460,2301,446,39,59,0,13,844,292,0,13,182,183,176,204,48,55,128,197
14000US36047058901,"Census Tract 589.01, Kings, NY",1804,242,1717,248,0,13,2,4,32,22,0,13,7,11,46,37,14,16,32,33
14000US36047058902,"Census Tract 589.02, Kings, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36047059000,"Census Tract 590, Kings, NY",2025,348,890,178,82,70,0,13,627,226,0,13,398,253,28,25,0,13,28,25
14000US36047059100,"Census Tract 591, Kings, NY",3963,500,3294,530,206,193,0,13,94,54,0,13,24,30,345,142,238,132,107,57
14000US36047059200,"Census Tract 592, Kings, NY",4190,785,2850,738,137,221,0,13,666,211,0,13,0,13,537,275,36,54,501,272
14000US36047059300,"Census Tract 593, Kings, NY",2396,262,1973,275,62,45,16,23,68,53,0,13,153,108,124,65,37,33,87,51
14000US36047059402,"Census Tract 594.02, Kings, NY",5942,816,4245,717,53,86,0,18,1361,396,0,18,157,149,126,170,0,18,126,170
14000US36047059403,"Census Tract 594.03, Kings, NY",3456,696,1517,482,0,13,0,13,1872,543,0,13,54,64,13,20,0,13,13,20
14000US36047059404,"Census Tract 594.04, Kings, NY",4313,652,2598,587,177,265,0,13,1245,541,0,13,255,389,38,49,0,13,38,49
14000US36047059600,"Census Tract 596, Kings, NY",2445,422,1903,453,35,37,0,13,326,135,0,13,0,13,181,194,0,13,181,194
14000US36047059800,"Census Tract 598, Kings, NY",3712,946,2872,1012,132,101,0,13,407,241,0,13,22,27,279,277,0,13,279,277
14000US36047060000,"Census Tract 600, Kings, NY",6344,925,5270,848,68,84,0,18,647,373,0,18,121,104,238,180,36,45,202,171
14000US36047060600,"Census Tract 606, Kings, NY",2896,419,2105,347,14,22,0,13,504,242,0,13,113,169,160,122,34,38,126,108
14000US36047060800,"Census Tract 608, Kings, NY",3986,539,3008,518,67,65,0,13,518,235,0,13,178,247,215,158,161,153,54,50
