geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
14000US36061000800,"Census Tract 8, New York, NY",9189,1146,1207,328,19,30,80,107,7632,1180,0,18,47,52,204,134,43,75,161,114
14000US36061000900,"Census Tract 9, New York, NY",1906,343,1224,289,73,44,0,13,370,125,0,13,51,50,188,108,109,99,79,36
14000US36061001001,"Census Tract 10.01, New York, NY",1615,235,1223,196,30,39,0,13,197,93,0,13,78,72,87,63,46,56,41,26
14000US36061001002,"Census Tract 10.02, New York, NY",5520,1052,1430,753,1225,631,20,22,1015,411,0,18,1414,454,416,287,320,271,96,100
14000US36061001200,"Census Tract 12, New York, NY",4372,506,2636,523,95,84,19,30,689,189,0,13,451,209,482,262,397,250,85,82
14000US36061001300,"Census Tract 13, New York, NY",4844,728,3087,500,348,235,0,13,1106,419,0,13,68,91,235,152,0,13,235,152
14000US36061001401,"Census Tract 14.01, New York, NY",3071,533,2330,553,179,99,0,13,318,146,19,36,92,67,133,84,20,19,113,81
14000US36061001402,"Census Tract 14.02, New York, NY",3133,607,1091,232,254,185,11,41,1045,570,0,13,542,254,190,130,32,39,158,126
14000US36061001501,"Census Tract 15.01, New York, NY",7749,1661,4782,1500,430,258,0,18,1712,452,0,18,530,640,295,193,161,159,134,101
14000US36061001502,"Census Tract 15.02, New York, NY",8133,993,5567,907,123,51,30,38,1539,550,0,18,96,90,778,345,269,182,509,245
14000US36061001600,"Census Tract 16, New York, NY",8133,1138,1784,511,155,117,0,18,6047,1046,0,18,0,18,147,137,0,18,147,137
14000US36061001800,"Census Tract 18, New York, NY",7271,880,2616,562,380,211,232,300,3398,753,0,18,295,168,350,290,98,78,252,250
14000US36061002000,"Census Tract 20, New York, NY",5015,729,736,279,987,315,0,18,785,178,0,18,1750,399,757,651,526,635,231,148
14000US36061002100,"Census Tract 21, New York, NY",7379,1020,5714,967,486,272,0,18,965,520,0,18,0,18,214,219,17,29,197,217
14000US36061002201,"Census Tract 22.01, New York, NY",6689,864,2260,649,1205,698,25,44,1131,430,0,18,1786,569,282,183,69,60,213,175
14000US36061002202,"Census Tract 22.02, New York, NY",2422,536,1385,472,311,192,0,13,386,177,0,13,292,352,48,39,21,33,27,33
14000US36061002400,"Census Tract 24, New York, NY",4385,759,429,210,858,281,8,15,732,434,3,9,1523,349,832,538,444,459,388,289
14000US36061002500,"Census Tract 25, New York, NY",5289,907,566,196,1941,812,25,32,1811,256,0,18,434,165,512,348,49,47,463,343
14000US36061002601,"Census Tract 26.01, New York, NY",4171,772,1486,528,467,204,0,13,726,320,0,13,748,275,744,602,514,563,230,210
14000US36061002602,"Census Tract 26.02, New York, NY",3683,558,2536,459,300,188,102,133,389,238,0,13,178,138,178,174,60,143,118,82
14000US36061002700,"Census Tract 27, New York, NY",1253,353,253,94,1,2,0,13,949,346,0,13,10,10,40,37,0,13,40,37
14000US36061002800,"Census Tract 28, New York, NY",6483,901,2905,695,413,208,0,18,1004,379,0,18,1107,399,1054,600,457,341,597,355
14000US36061002901,"Census Tract 29.01, New York, NY",1453,541,625,409,469,200,0,13,53,66,0,13,280,154,26,30,12,21,14,21
14000US36061002902,"Census Tract 29.02, New York, NY",4197,745,486,216,42,69,26,41,3472,686,0,13,38,62,133,158,0,13,133,158
14000US36061003001,"Census Tract 30.01, New York, NY",3718,629,2385,561,236,223,0,13,588,305,0,13,156,135,353,282,287,277,66,83
14000US36061003002,"Census Tract 30.02, New York, NY",3126,334,1990,297,169,142,0,13,392,171,0,13,420,246,155,98,83,75,72,62
14000US36061003100,"Census Tract 31, New York, NY",2684,337,1348,210,297,101,0,13,667,267,0,13,98,116,274,160,146,119,128,102
14000US36061003200,"Census Tract 32, New York, NY",8000,1339,6548,1318,210,148,0,18,603,324,0,18,423,314,216,169,0,18,216,169
14000US36061003300,"Census Tract 33, New York, NY",5647,854,4661,746,67,86,0,18,511,227,0,18,187,160,221,152,0,18,221,152
14000US36061003400,"Census Tract 34, New York, NY",6981,1078,5066,972,270,275,0,18,639,127,0,18,494,135,512,326,74,115,438,315
14000US36061003601,"Census Tract 36.01, New York, NY",2940,389,1232,353,197,126,110,161,804,201,0,13,169,113,428,171,225,172,203,119
14000US36061003602,"Census Tract 36.02, New York, NY",3561,545,2487,516,329,182,16,24,486,177,0,13,144,95,99,62,23,33,76,53
14000US36061003700,"Census Tract 37, New York, NY",3338,636,2392,360,32,35,0,13,565,541,0,13,92,86,257,290,170,275,87,79
14000US36061003800,"Census Tract 38, New York, NY",8137,1205,5305,958,944,752,0,18,1349,451,0,18,157,140,382,353,274,341,108,116
14000US36061003900,"Census Tract 39, New York, NY",6830,1198,4643,758,251,190,0,18,1400,968,0,18,217,176,319,142,147,97,172,116
14000US36061004001,"Census Tract 40.01, New York, NY",3004,484,2577,425,37,48,0,13,169,146,0,13,17,18,204,150,94,99,110,111
14000US36061004002,"Census Tract 40.02, New York, NY",6135,1788,4266,1679,268,130,17,35,983,316,9,17,22,24,570,426,175,98,395,424
14000US36061004100,"Census Tract 41, New York, NY",7854,1546,3868,1463,116,64,0,18,3699,701,0,18,30,45,141,86,30,30,111,80
14000US36061004200,"Census Tract 42, New York, NY",5347,495,3135,404,346,119,9,18,1316,235,0,18,107,137,434,183,200,125,234,125
14000US36061004300,"Census Tract 43, New York, NY",3788,573,2613,542,55,71,0,13,627,243,0,13,245,204,248,176,102,131,146,125
14000US36061004400,"Census Tract 44, New York, NY",16629,1907,12129,1543,826,448,0,20,2533,909,0,20,141,166,1000,632,403,409,597,499
14000US36061004500,"Census Tract 45, New York, NY",1189,219,801,208,20,24,1,3,252,139,0,13,24,38,91,34,22,19,69,36
14000US36061004700,"Census Tract 47, New York, NY",2714,424,2122,472,12,21,0,13,411,203,0,13,73,55,96,64,35,39,61,50
14000US36061004800,"Census Tract 48, New York, NY",6541,775,4831,818,199,117,0,18,1169,378,36,54,92,137,214,129,106,80,108,98
14000US36061004900,"Census Tract 49, New York, NY",4411,756,3781,772,68,57,0,13,413,172,0,13,35,47,114,99,23,37,91,88
14000US36061005000,"Census Tract 50, New York, NY",5042,814,3712,774,53,68,0,18,988,349,0,18,44,49,245,130,23,41,222,135
14000US36061005200,"Census Tract 52, New York, NY",3254,368,2202,339,161,101,12,24,536,150,0,13,44,39,299,161,148,121,151,117
14000US36061005400,"Census Tract 54, New York, NY",4851,566,3490,499,189,157,0,13,903,454,0,13,66,60,203,120,85,84,118,86
14000US36061005501,"Census Tract 55.01, New York, NY",5073,749,2962,407,443,461,0,18,1341,634,0,18,0,18,327,135,51,41,276,140
14000US36061005502,"Census Tract 55.02, New York, NY",1912,340,1365,264,57,40,0,13,319,237,0,13,50,57,121,91,73,82,48,50
14000US36061005600,"Census Tract 56, New York, NY",4190,769,2778,502,203,173,0,13,368,189,0,13,87,79,754,651,612,629,142,133
14000US36061005700,"Census Tract 57, New York, NY",3016,556,2441,535,62,54,0,13,318,214,0,13,80,63,115,69,34,38,81,57
14000US36061005800,"Census Tract 58, New York, NY",4017,633,2332,541,320,460,48,73,904,416,0,13,170,198,243,156,158,114,85,97
14000US36061005900,"Census Tract 59, New York, NY",5047,672,3844,619,162,71,94,147,648,205,0,18,146,148,153,133,56,45,97,125
14000US36061006000,"Census Tract 60, New York, NY",5698,730,4635,731,94,92,0,18,616,208,0,18,119,90,234,178,50,82,184,157
14000US36061006100,"Census Tract 61, New York, NY",5143,609,3436,506,272,175,0,18,1129,557,0,18,38,39,268,117,189,100,79,70
14000US36061006200,"Census Tract 62, New York, NY",4385,768,1989,484,1095,381,0,13,802,255,0,13,299,231,200,141,169,137,31,37
14000US36061006300,"Census Tract 63, New York, NY",6456,1019,5530,995,82,37,0,18,365,156,0,18,93,97,386,215,95,74,291,204
14000US36061006400,"Census Tract 64, New York, NY",7415,1015,5760,733,435,518,0,18,702,326,0,18,217,118,301,282,53,87,248,264
14000US36061006500,"Census Tract 65, New York, NY",5933,706,4610,761,235,114,0,18,773,292,0,18,29,33,286,194,60,66,226,167
14000US36061006600,"Census Tract 66, New York, NY",12022,1887,8333,1821,1011,1103,0,20,1903,771,0,20,282,219,493,322,189,192,304,244
14000US36061006700,"Census Tract 67, New York, NY",5093,898,4413,720,185,241,0,18,195,131,0,18,53,71,247,148,128,107,119,106
14000US36061006800,"Census Tract 68, New York, NY",8293,1114,5548,890,829,451,0,18,1396,565,0,18,91,85,429,364,153,116,276,309
14000US36061006900,"Census Tract 69, New York, NY",2450,372,2096,352,19,22,0,13,160,62,0,13,76,74,99,58,52,33,47,49
14000US36061007001,"Census Tract 70.01, New York, NY",3572,1309,3154,1321,104,85,0,13,194,113,0,13,10,20,110,120,27,36,83,114
14000US36061007002,"Census Tract 70.02, New York, NY",4292,645,2975,537,439,332,0,13,621,291,0,13,108,165,149,129,98,95,51,96
14000US36061007100,"Census Tract 71, New York, NY",5384,803,4082,460,212,112,0,18,644,445,0,18,51,74,395,331,309,322,86,78
14000US36061007200,"Census Tract 72, New York, NY",7882,894,5614,817,283,245,0,18,1299,403,0,18,40,43,646,403,175,142,471,366
14000US36061007300,"Census Tract 73, New York, NY",5428,715,4685,671,26,41,0,18,275,208,0,18,6,63,436,455,330,438,106,103
14000US36061007400,"Census Tract 74, New York, NY",4805,716,3506,782,134,92,0,13,968,323,0,13,84,84,113,84,79,81,34,34
14000US36061007500,"Census Tract 75, New York, NY",3610,542,3062,577,99,92,0,13,188,141,0,13,16,26,245,159,18,27,227,149
14000US36061007600,"Census Tract 76, New York, NY",2258,345,1144,329,50,56,0,13,804,229,0,13,92,108,168,104,143,100,25,29
14000US36061007700,"Census Tract 77, New York, NY",5849,623,4915,546,27,39,27,51,184,114,0,18,120,118,576,260,52,61,524,249
14000US36061007800,"Census Tract 78, New York, NY",9494,1386,6172,1105,127,90,0,18,2117,822,0,18,77,92,1001,601,732,533,269,219
14000US36061007900,"Census Tract 79, New York, NY",4170,711,3519,735,52,85,0,13,121,96,0,13,71,92,407,283,255,284,152,136
14000US36061008000,"Census Tract 80, New York, NY",5282,701,3883,510,324,287,0,18,779,280,0,18,44,61,252,221,168,208,84,70
14000US36061008100,"Census Tract 81, New York, NY",7318,1122,6192,1115,254,211,0,18,433,219,0,18,216,270,223,167,91,87,132,138
14000US36061008200,"Census Tract 82, New York, NY",3567,913,1670,386,188,144,4,10,653,255,22,35,70,83,960,741,722,709,238,230
14000US36061008300,"Census Tract 83, New York, NY",4073,714,1749,512,300,132,64,77,410,241,0,13,814,506,736,337,526,335,210,135
14000US36061008400,"Census Tract 84, New York, NY",1466,322,843,305,37,52,8,12,519,164,0,13,36,35,23,26,11,16,12,20
14000US36061008601,"Census Tract 86.01, New York, NY",3042,439,1893,288,82,61,0,13,825,297,0,13,7,11,235,177,208,177,27,25
14000US36061008602,"Census Tract 86.02, New York, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36061008603,"Census Tract 86.03, New York, NY",5226,877,4295,638,19,22,13,21,344,207,0,18,428,472,127,159,32,27,95,156
14000US36061008700,"Census Tract 87, New York, NY",6216,853,4651,700,427,514,0,18,721,344,0,18,105,96,312,183,74,79,238,178
14000US36061008800,"Census Tract 88, New York, NY",8108,975,5335,828,241,212,20,35,1655,441,0,18,199,177,658,444,134,108,524,413
14000US36061008900,"Census Tract 89, New York, NY",5844,620,4494,603,120,128,0,18,500,227,0,18,153,117,577,363,412,332,165,137
14000US36061009000,"Census Tract 90, New York, NY",7775,1025,5893,1073,214,227,0,18,1500,439,0,18,28,299,140,143,26,43,114,143
14000US36061009100,"Census Tract 91, New York, NY",6656,813,4848,745,557,311,0,18,728,220,0,18,189,159,334,226,124,147,210,169
14000US36061009200,"Census Tract 92, New York, NY",1541,295,1011,225,19,22,5,8,470,235,0,13,36,59,0,13,0,13,0,13
14000US36061009300,"Census Tract 93, New York, NY",10198,1212,7902,1189,498,243,0,20,509,263,0,20,613,433,676,350,149,190,527,285
14000US36061009400,"Census Tract 94, New York, NY",90,69,46,21,0,13,0,13,4,7,40,59,0,13,0,13,0,13,0,13
14000US36061009500,"Census Tract 95, New York, NY",3151,657,2459,501,130,95,18,33,424,195,0,13,31,39,89,76,53,65,36,39
14000US36061009600,"Census Tract 96, New York, NY",220,80,127,56,0,13,0,13,79,64,0,13,0,13,14,11,4,6,10,9
14000US36061009700,"Census Tract 97, New York, NY",4620,505,2834,439,445,160,0,13,633,213,0,13,234,154,474,391,150,184,324,301
14000US36061009800,"Census Tract 98, New York, NY",7426,1174,5816,1110,79,71,13,25,1250,532,0,18,79,76,189,118,21,35,168,112
14000US36061009901,"Census Tract 99.01, New York, NY",1877,566,1770,564,21,42,0,13,59,57,0,13,0,13,27,34,14,27,13,22
14000US36061009902,"Census Tract 99.02, New York, NY",3210,554,1646,328,320,231,0,13,667,458,0,13,139,132,438,262,326,267,112,100
14000US36061009903,"Census Tract 99.03, New York, NY",744,144,406,180,99,74,0,13,148,109,0,13,21,35,70,72,30,50,40,50
14000US36061010000,"Census Tract 100, New York, NY",1747,377,1204,374,47,48,0,13,315,122,0,13,70,77,111,60,56,45,55,43
14000US36061010100,"Census Tract 101, New York, NY",1683,570,719,232,227,256,0,13,491,169,0,13,36,34,210,263,114,243,96,87
14000US36061010200,"Census Tract 102, New York, NY",214,132,176,129,8,11,0,13,7,9,0,13,0,13,23,29,6,9,17,27
14000US36061010300,"Census Tract 103, New York, NY",2565,542,1516,534,186,118,0,13,661,200,50,85,1,2,151,99,16,26,135,100
14000US36061010400,"Census Tract 104, New York, NY",830,191,615,185,13,12,0,13,158,76,9,15,31,42,4,8,0,13,4,8
14000US36061010601,"Census Tract 106.01, New York, NY",7632,1431,6948,1397,57,66,0,18,403,262,0,18,0,18,224,188,159,172,65,68
14000US36061010602,"Census Tract 106.02, New York, NY",4812,555,3670,527,136,133,0,13,756,379,0,13,23,37,227,190,171,182,56,63
14000US36061010801,"Census Tract 108.01, New York, NY",3035,595,2451,561,85,55,6,13,360,230,0,13,7,13,126,201,0,13,126,201
14000US36061010802,"Census Tract 108.02, New York, NY",4432,1415,3950,1334,0,13,0,13,404,314,0,13,0,13,78,77,27,42,51,66
14000US36061010803,"Census Tract 108.03, New York, NY",1335,399,1266,383,2,30,0,13,20,34,0,13,2,43,45,56,27,45,18,32
14000US36061010900,"Census Tract 109, New York, NY",251,58,151,48,36,29,1,3,33,18,0,13,11,22,19,23,14,21,5,8
14000US36061011000,"Census Tract 110, New York, NY",7553,1139,5822,960,258,236,0,18,1171,502,0,18,4,7,298,248,26,44,272,243
14000US36061011100,"Census Tract 111, New York, NY",4540,711,2530,626,196,151,22,35,1376,381,0,13,128,123,288,186,95,133,193,123
14000US36061011201,"Census Tract 112.01, New York, NY",919,186,710,166,15,24,0,13,181,115,0,13,0,13,13,18,13,18,0,13
14000US36061011202,"Census Tract 112.02, New York, NY",491,144,396,134,16,24,0,13,62,42,0,13,0,13,17,20,13,18,4,6
14000US36061011203,"Census Tract 112.03, New York, NY",1206,236,954,183,79,88,0,13,137,77,0,13,0,13,36,36,0,13,36,36
14000US36061011300,"Census Tract 113, New York, NY",107,37,20,14,54,25,0,13,23,15,0,13,0,13,10,13,4,9,6,9
14000US36061011401,"Census Tract 114.01, New York, NY",1217,259,977,188,7,7,0,13,165,190,0,13,19,27,49,43,3,5,46,42
14000US36061011402,"Census Tract 114.02, New York, NY",2239,558,1785,524,10,17,11,17,191,121,0,13,36,43,206,116,21,28,185,113
14000US36061011500,"Census Tract 115, New York, NY",3367,701,1672,597,361,233,22,31,980,206,0,13,133,114,199,98,99,74,100,61
14000US36061011600,"Census Tract 116, New York, NY",3782,644,2736,539,79,69,0,13,818,415,0,13,88,61,61,50,45,45,16,21
14000US36061011700,"Census Tract 117, New York, NY",4900,722,2901,687,471,298,0,13,956,276,0,13,122,117,450,288,226,203,224,203
14000US36061011800,"Census Tract 118, New York, NY",9567,993,7855,1036,91,92,0,18,1333,572,0,18,1,2,287,217,117,120,170,155
14000US36061011900,"Census Tract 119, New York, NY",1152,160,381,80,562,138,0,13,21,26,13,20,75,115,100,75,75,69,25,37
14000US36061012000,"Census Tract 120, New York, NY",3013,581,2581,610,144,129,0,13,142,121,0,13,128,121,18,30,0,13,18,30
14000US36061012101,"Census Tract 121.01, New York, NY",2899,689,2069,652,87,84,0,13,214,139,0,13,23,37,506,309,37,61,469,291
14000US36061012102,"Census Tract 121.02, New York, NY",5053,858,3454,575,241,173,0,18,288,137,0,18,532,715,538,320,430,302,108,109
14000US36061012200,"Census Tract 122, New York, NY",2986,672,2834,689,0,13,0,13,67,68,0,13,30,53,55,81,42,69,13,21
14000US36061012400,"Census Tract 124, New York, NY",10249,1304,7787,1082,79,67,20,39,1828,749,68,112,221,195,246,188,7,14,239,188
14000US36061012500,"Census Tract 125, New York, NY",2427,437,1185,214,202,184,0,13,605,179,0,13,143,119,292,266,98,108,194,247
14000US36061012601,"Census Tract 126.01, New York, NY",7106,1497,6246,1546,0,18,0,18,458,346,0,18,254,364,148,151,0,18,148,151
14000US36061012602,"Census Tract 126.02, New York, NY",4847,1092,4442,1039,2,5,0,13,208,213,62,103,4,8,129,141,0,13,129,141
14000US36061012700,"Census Tract 127, New York, NY",7298,1022,5173,879,226,149,0,18,806,323,17,29,227,157,849,539,325,358,524,408
14000US36061012800,"Census Tract 128, New York, NY",5574,757,4891,794,6,12,0,18,343,251,1,7,165,236,168,129,116,125,52,56
14000US36061012901,"Census Tract 129.01, New York, NY",7025,1013,4274,941,266,253,0,18,1806,893,0,18,388,301,291,310,0,18,291,310
14000US36061012902,"Census Tract 129.02, New York, NY",2374,500,1282,421,80,47,33,50,438,256,0,13,330,302,211,254,148,239,63,65
14000US36061013000,"Census Tract 130, New York, NY",3595,767,3433,759,34,42,0,13,75,69,0,13,7,14,46,78,0,13,46,78
14000US36061013100,"Census Tract 131, New York, NY",2780,340,1772,321,102,99,4,7,690,166,0,13,11,15,201,157,134,113,67,63
14000US36061013201,"Census Tract 132.01, New York, NY",2496,993,1662,655,0,13,0,13,134,151,0,13,472,750,228,219,40,68,188,206
14000US36061013202,"Census Tract 132.02, New York, NY",3603,901,3362,885,0,13,0,13,111,145,0,13,0,13,130,151,129,152,1,3
14000US36061013203,"Census Tract 132.03, New York, NY",4452,1098,3848,1234,0,13,259,304,295,269,0,13,50,90,0,13,0,13,0,13
14000US36061013300,"Census Tract 133, New York, NY",6471,802,3967,702,155,124,0,18,1700,538,0,18,333,189,316,165,145,128,171,117
14000US36061013400,"Census Tract 134, New York, NY",11272,1540,9541,1576,333,397,0,20,1116,553,61,95,96,158,125,121,2,4,123,121
14000US36061013501,"Census Tract 135.01, New York, NY",4936,940,2424,821,513,493,0,13,833,390,0,13,688,500,478,429,307,312,171,160
14000US36061013502,"Census Tract 135.02, New York, NY",5543,884,2804,869,629,339,3,7,1125,496,0,18,638,508,344,127,185,112,159,99
14000US36061013601,"Census Tract 136.01, New York, NY",1714,536,1679,547,0,13,0,13,35,61,0,13,0,13,0,13,0,13,0,13
14000US36061013602,"Census Tract 136.02, New York, NY",6756,2117,5784,2103,182,256,0,18,700,446,0,18,0,18,90,155,0,18,90,155
14000US36061013603,"Census Tract 136.03, New York, NY",4069,689,3902,679,0,13,0,13,161,230,0,13,6,11,0,13,0,13,0,13
14000US36061013604,"Census Tract 136.04, New York, NY",4042,736,3523,739,94,114,0,13,212,149,0,13,69,114,144,122,55,65,89,99
14000US36061013700,"Census Tract 137, New York, NY",6579,1107,4783,938,369,443,0,18,1040,543,38,98,32,46,317,202,161,149,156,119
14000US36061013800,"Census Tract 138, New York, NY",12879,2251,10664,2076,197,132,0,20,1150,620,0,20,242,325,626,523,150,213,476,470
14000US36061013900,"Census Tract 139, New York, NY",10203,1588,7136,1324,661,638,238,381,1669,539,0,20,304,369,195,158,98,128,97,101
14000US36061014000,"Census Tract 140, New York, NY",7461,912,6766,896,78,67,0,18,428,232,0,18,0,18,189,105,41,52,148,93
14000US36061014200,"Census Tract 142, New York, NY",4747,877,4068,736,14,22,0,13,367,240,0,13,14,20,284,236,195,228,89,79
14000US36061014300,"Census Tract 143, New York, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36061014401,"Census Tract 144.01, New York, NY",4644,804,3912,860,34,37,0,13,530,415,0,13,18,27,150,142,108,132,42,54
14000US36061014402,"Census Tract 144.02, New York, NY",7028,907,5460,782,258,208,0,18,724,256,0,18,294,333,292,205,135,117,157,171
14000US36061014500,"Census Tract 145, New York, NY",6401,817,4482,622,250,125,0,18,1536,585,0,18,30,34,103,49,17,33,86,54
14000US36061014601,"Census Tract 146.01, New York, NY",4312,713,3411,647,82,87,0,13,511,206,0,13,209,320,99,76,85,61,14,23
14000US36061014602,"Census Tract 146.02, New York, NY",7878,980,6573,1075,16,25,0,18,806,503,0,18,0,18,483,232,257,206,226,142
14000US36061014700,"Census Tract 147, New York, NY",3041,602,1780,316,97,85,0,13,861,364,0,13,182,225,121,79,56,62,65,51
14000US36061014801,"Census Tract 148.01, New York, NY",2751,566,2376,477,0,13,0,13,141,78,0,13,101,156,133,148,25,24,108,146
14000US36061014802,"Census Tract 148.02, New York, NY",6615,1140,4979,620,76,106,0,18,533,282,0,18,113,105,914,917,746,909,168,111
14000US36061014900,"Census Tract 149, New York, NY",5412,798,4294,636,65,39,0,18,699,364,0,18,132,109,222,197,154,178,68,78
14000US36061015001,"Census Tract 150.01, New York, NY",2001,385,1893,391,0,13,0,13,55,39,0,13,0,13,53,45,13,19,40,43
14000US36061015002,"Census Tract 150.02, New York, NY",4707,450,4228,441,0,13,0,13,219,157,0,13,98,119,162,156,76,124,86,91
14000US36061015101,"Census Tract 151.01, New York, NY",3747,1099,651,392,947,459,0,13,306,187,0,13,780,662,1063,1145,254,183,809,1186
14000US36061015102,"Census Tract 151.02, New York, NY",7426,1503,3587,953,864,665,0,18,1725,665,0,18,982,1217,268,235,11,20,257,234
14000US36061015200,"Census Tract 152, New York, NY",8122,904,4285,608,947,502,0,18,736,304,0,18,1560,797,594,359,212,117,382,383
14000US36061015301,"Census Tract 153.01, New York, NY",4450,767,3406,778,91,130,0,13,163,118,0,13,307,278,483,433,211,305,272,327
14000US36061015302,"Census Tract 153.02, New York, NY",5431,642,4581,654,6,14,0,18,709,341,0,18,9,19,126,95,0,18,126,95
14000US36061015401,"Census Tract 154.01, New York, NY",5071,1298,4361,1214,74,111,0,18,522,67,0,18,114,160,0,18,0,18,0,18
14000US36061015402,"Census Tract 154.02, New York, NY",3579,1259,2288,606,861,1004,0,13,120,105,13,26,29,51,268,211,32,52,236,203
14000US36061015403,"Census Tract 154.03, New York, NY",5211,945,3700,1127,427,370,0,18,588,435,0,18,14,30,482,298,284,254,198,150
14000US36061015501,"Census Tract 155.01, New York, NY",5197,1230,4168,1235,145,198,0,18,850,424,0,18,0,18,34,48,0,18,34,48
14000US36061015502,"Census Tract 155.02, New York, NY",5095,976,3751,779,215,181,0,18,1024,602,0,18,0,18,105,81,0,18,105,81
14000US36061015601,"Census Tract 156.01, New York, NY",5170,654,3514,490,271,149,0,18,806,231,0,18,266,223,313,158,78,108,235,112
14000US36061015602,"Census Tract 156.02, New York, NY",2193,382,698,236,611,354,0,13,334,167,0,13,334,186,216,147,148,141,68,57
14000US36061015700,"Census Tract 157, New York, NY",10447,1350,8487,1249,236,126,9,17,1060,491,0,20,55,59,600,336,359,287,241,193
14000US36061015801,"Census Tract 158.01, New York, NY",4877,518,4042,547,34,24,24,30,418,298,0,13,58,57,301,173,146,133,155,126
14000US36061015802,"Census Tract 158.02, New York, NY",4284,631,2719,542,424,337,2,5,630,192,0,13,390,283,119,83,54,66,65,46
14000US36061015900,"Census Tract 159, New York, NY",8606,1511,6596,1440,322,224,0,18,799,312,0,18,433,330,456,310,212,249,244,181
14000US36061016001,"Census Tract 160.01, New York, NY",3127,560,2725,555,4,10,10,16,163,102,0,13,52,50,173,109,97,94,76,60
14000US36061016002,"Census Tract 160.02, New York, NY",3522,869,2184,261,50,45,31,46,468,170,0,13,715,813,74,68,66,65,8,12
14000US36061016100,"Census Tract 161, New York, NY",6544,783,5625,795,238,152,0,18,369,176,0,18,62,72,250,130,130,136,120,90
14000US36061016200,"Census Tract 162, New York, NY",9066,1350,1889,593,3486,785,38,67,1304,425,0,18,1820,1102,529,227,384,197,145,92
14000US36061016300,"Census Tract 163, New York, NY",7575,1615,6518,1599,89,141,0,18,452,323,0,18,0,18,516,291,288,218,228,232
14000US36061016400,"Census Tract 164, New York, NY",8042,1244,1833,508,2227,522,28,33,1059,443,37,56,1999,936,859,456,400,362,459,278
14000US36061016500,"Census Tract 165, New York, NY",7431,995,6084,819,152,166,0,18,484,234,0,18,453,543,258,129,180,121,78,45
14000US36061016600,"Census Tract 166, New York, NY",5752,891,2497,715,743,302,29,39,772,543,0,18,1440,637,271,175,140,131,131,101
14000US36061016700,"Census Tract 167, New York, NY",6966,868,6036,880,38,42,12,21,514,239,0,18,66,93,300,188,3,14,297,189
14000US36061016800,"Census Tract 168, New York, NY",5110,629,1461,398,2244,566,0,18,251,120,0,18,961,382,193,109,102,76,91,81
14000US36061016900,"Census Tract 169, New York, NY",7984,972,6809,1008,112,129,0,18,491,225,0,18,474,183,98,82,82,78,16,28
14000US36061017000,"Census Tract 170, New York, NY",8968,1375,2055,562,1641,531,306,405,2140,1207,0,18,2123,710,703,301,540,271,163,103
14000US36061017100,"Census Tract 171, New York, NY",9517,1669,8263,1639,173,109,0,18,256,185,0,18,481,307,344,197,84,124,260,164
14000US36061017200,"Census Tract 172, New York, NY",5110,1150,1351,539,2040,1110,0,18,233,159,0,18,1104,427,382,219,257,156,125,127
14000US36061017300,"Census Tract 173, New York, NY",8867,1286,6541,1054,299,211,0,18,923,622,0,18,445,277,659,448,317,295,342,293
14000US36061017401,"Census Tract 174.01, New York, NY",4967,900,992,441,1830,629,55,70,363,287,0,13,1324,577,403,211,247,165,156,132
14000US36061017402,"Census Tract 174.02, New York, NY",2759,480,824,285,875,209,0,13,366,230,0,13,428,140,266,244,47,39,219,233
14000US36061017500,"Census Tract 175, New York, NY",10628,1849,7772,1034,515,273,116,184,509,312,0,20,1370,1472,346,203,110,100,236,152
14000US36061017700,"Census Tract 177, New York, NY",10581,2718,7251,2402,894,481,27,44,317,205,0,20,1189,745,903,546,367,358,536,403
14000US36061017800,"Census Tract 178, New York, NY",4087,732,1533,493,1028,336,32,34,303,265,0,13,1111,453,80,65,50,59,30,28
14000US36061017900,"Census Tract 179, New York, NY",9116,1940,7362,1884,4,5,0,18,701,433,0,18,657,410,392,194,190,154,202,170
14000US36061018000,"Census Tract 180, New York, NY",7048,1149,1942,608,2220,584,13,27,290,237,0,18,2181,1022,402,394,332,394,70,57
14000US36061018100,"Census Tract 181, New York, NY",9064,1382,6206,1031,1072,397,0,18,302,199,0,18,217,212,1267,726,307,207,960,689
14000US36061018200,"Census Tract 182, New York, NY",7212,1021,628,314,3023,785,40,63,221,170,0,18,2526,723,774,360,458,265,316,386
14000US36061018300,"Census Tract 183, New York, NY",8578,1408,6462,1155,291,168,0,18,630,326,0,18,218,192,977,817,194,124,783,775
14000US36061018400,"Census Tract 184, New York, NY",7846,1122,1761,502,3610,993,176,212,510,279,0,18,1485,608,304,158,235,142,69,68
14000US36061018500,"Census Tract 185, New York, NY",5155,695,3374,493,339,124,0,18,954,471,0,18,70,95,418,334,317,332,101,87
14000US36061018600,"Census Tract 186, New York, NY",6074,1026,967,526,3754,1089,0,18,82,137,0,18,819,363,452,269,164,158,288,259
