geoid,name,B01003001,"B01003001, Error"
14000US36047066000,"Census Tract 660, Kings, NY",2100,367
14000US36047066200,"Census Tract 662, Kings, NY",1392,265
14000US36047066600,"Census Tract 666, Kings, NY",0,13
14000US36047067000,"Census Tract 670, Kings, NY",2928,379
14000US36047067200,"Census Tract 672, Kings, NY",1713,354
14000US36047067400,"Census Tract 674, Kings, NY",1968,430
14000US36047067600,"Census Tract 676, Kings, NY",1847,416
14000US36047067800,"Census Tract 678, Kings, NY",3312,565
14000US36047068000,"Census Tract 680, Kings, NY",2096,491
14000US36047068200,"Census Tract 682, Kings, NY",2587,425
14000US36047068600,"Census Tract 686, Kings, NY",1721,432
14000US36047068800,"Census Tract 688, Kings, NY",1872,254
14000US36047069000,"Census Tract 690, Kings, NY",2007,496
14000US36047069200,"Census Tract 692, Kings, NY",2354,347
14000US36047069601,"Census Tract 696.01, Kings, NY",3400,587
14000US36047069602,"Census Tract 696.02, Kings, NY",5748,1044
14000US36047069800,"Census Tract 698, Kings, NY",1534,385
14000US36047070000,"Census Tract 700, Kings, NY",1344,270
14000US36047070201,"Census Tract 702.01, Kings, NY",5775,758
14000US36047070202,"Census Tract 702.02, Kings, NY",20,17
14000US36047070203,"Census Tract 702.03, Kings, NY",0,13
14000US36047070601,"Census Tract 706.01, Kings, NY",3468,678
14000US36047070602,"Census Tract 706.02, Kings, NY",0,13
14000US36047072000,"Census Tract 720, Kings, NY",2109,390
14000US36047072200,"Census Tract 722, Kings, NY",3165,545
14000US36047072400,"Census Tract 724, Kings, NY",1939,289
14000US36047072600,"Census Tract 726, Kings, NY",2392,673
14000US36047072800,"Census Tract 728, Kings, NY",3791,565
14000US36047073000,"Census Tract 730, Kings, NY",2676,534
14000US36047073200,"Census Tract 732, Kings, NY",2195,447
14000US36047073400,"Census Tract 734, Kings, NY",1720,400
14000US36047073600,"Census Tract 736, Kings, NY",3186,538
14000US36047073800,"Census Tract 738, Kings, NY",3863,631
14000US36047074000,"Census Tract 740, Kings, NY",3963,800
14000US36047074200,"Census Tract 742, Kings, NY",3144,564
14000US36047074400,"Census Tract 744, Kings, NY",3084,692
14000US36047074600,"Census Tract 746, Kings, NY",2643,721
14000US36047074800,"Census Tract 748, Kings, NY",1725,422
14000US36047075000,"Census Tract 750, Kings, NY",3104,444
14000US36047075200,"Census Tract 752, Kings, NY",1076,369
14000US36047075400,"Census Tract 754, Kings, NY",1262,236
14000US36047075600,"Census Tract 756, Kings, NY",2121,364
14000US36047075800,"Census Tract 758, Kings, NY",1742,275
14000US36047076000,"Census Tract 760, Kings, NY",2935,454
14000US36047076200,"Census Tract 762, Kings, NY",4633,935
14000US36047076400,"Census Tract 764, Kings, NY",4230,696
14000US36047076600,"Census Tract 766, Kings, NY",2182,426
14000US36047076800,"Census Tract 768, Kings, NY",4064,737
14000US36047077000,"Census Tract 770, Kings, NY",2583,662
14000US36047077200,"Census Tract 772, Kings, NY",3560,1009
14000US36047077400,"Census Tract 774, Kings, NY",3441,613
14000US36047077600,"Census Tract 776, Kings, NY",3882,444
14000US36047078000,"Census Tract 780, Kings, NY",2413,550
14000US36047078200,"Census Tract 782, Kings, NY",4349,668
14000US36047078400,"Census Tract 784, Kings, NY",2830,354
14000US36047078601,"Census Tract 786.01, Kings, NY",2475,664
14000US36047078602,"Census Tract 786.02, Kings, NY",2122,348
14000US36047078801,"Census Tract 788.01, Kings, NY",2208,432
14000US36047078802,"Census Tract 788.02, Kings, NY",1793,524
14000US36047079001,"Census Tract 790.01, Kings, NY",1747,1090
14000US36047079002,"Census Tract 790.02, Kings, NY",3042,573
14000US36047079201,"Census Tract 792.01, Kings, NY",1200,454
14000US36047079202,"Census Tract 792.02, Kings, NY",2255,511
14000US36047079400,"Census Tract 794, Kings, NY",1978,520
14000US36047079601,"Census Tract 796.01, Kings, NY",3681,513
14000US36047079602,"Census Tract 796.02, Kings, NY",5324,860
14000US36047079801,"Census Tract 798.01, Kings, NY",3198,926
14000US36047079802,"Census Tract 798.02, Kings, NY",5129,629
14000US36047080000,"Census Tract 800, Kings, NY",3697,506
14000US36047080200,"Census Tract 802, Kings, NY",5008,741
14000US36047080400,"Census Tract 804, Kings, NY",3238,565
14000US36047080600,"Census Tract 806, Kings, NY",3466,568
14000US36047080800,"Census Tract 808, Kings, NY",1796,321
14000US36047081000,"Census Tract 810, Kings, NY",2530,581
14000US36047081400,"Census Tract 814, Kings, NY",2655,499
14000US36047081600,"Census Tract 816, Kings, NY",2922,409
14000US36047081800,"Census Tract 818, Kings, NY",4280,632
14000US36047082000,"Census Tract 820, Kings, NY",5436,1081
14000US36047082200,"Census Tract 822, Kings, NY",7594,1445
14000US36047082400,"Census Tract 824, Kings, NY",5116,767
14000US36047082600,"Census Tract 826, Kings, NY",4923,765
14000US36047082800,"Census Tract 828, Kings, NY",3531,627
14000US36047083000,"Census Tract 830, Kings, NY",6490,933
14000US36047083200,"Census Tract 832, Kings, NY",2135,344
14000US36047083400,"Census Tract 834, Kings, NY",1650,245
14000US36047083600,"Census Tract 836, Kings, NY",2031,386
14000US36047083800,"Census Tract 838, Kings, NY",2109,303
14000US36047084000,"Census Tract 840, Kings, NY",2631,500
14000US36047084600,"Census Tract 846, Kings, NY",1905,272
14000US36047084800,"Census Tract 848, Kings, NY",1645,363
14000US36047085000,"Census Tract 850, Kings, NY",1747,456
14000US36047085200,"Census Tract 852, Kings, NY",24,36
14000US36047085400,"Census Tract 854, Kings, NY",1998,348
14000US36047085600,"Census Tract 856, Kings, NY",3947,638
14000US36047085800,"Census Tract 858, Kings, NY",1995,488
14000US36047086000,"Census Tract 860, Kings, NY",3323,659
14000US36047086200,"Census Tract 862, Kings, NY",3008,523
14000US36047086400,"Census Tract 864, Kings, NY",2922,480
14000US36047086600,"Census Tract 866, Kings, NY",3289,660
14000US36047086800,"Census Tract 868, Kings, NY",3366,650
14000US36047087000,"Census Tract 870, Kings, NY",3253,648
14000US36047087200,"Census Tract 872, Kings, NY",3045,580
14000US36047087401,"Census Tract 874.01, Kings, NY",3730,672
14000US36047087600,"Census Tract 876, Kings, NY",1825,388
14000US36047087800,"Census Tract 878, Kings, NY",2448,313
14000US36047088001,"Census Tract 880.01, Kings, NY",2135,558
14000US36047088002,"Census Tract 880.02, Kings, NY",1187,365
14000US36047088200,"Census Tract 882, Kings, NY",6411,1375
14000US36047088400,"Census Tract 884, Kings, NY",4640,1373
14000US36047088600,"Census Tract 886, Kings, NY",4078,915
14000US36047088800,"Census Tract 888, Kings, NY",4191,701
14000US36047089000,"Census Tract 890, Kings, NY",6935,1380
14000US36047089200,"Census Tract 892, Kings, NY",3130,713
14000US36047089400,"Census Tract 894, Kings, NY",3369,705
14000US36047089600,"Census Tract 896, Kings, NY",3272,611
14000US36047089800,"Census Tract 898, Kings, NY",2227,573
14000US36047090000,"Census Tract 900, Kings, NY",4542,936
14000US36047090200,"Census Tract 902, Kings, NY",3509,1033
14000US36047090600,"Census Tract 906, Kings, NY",3476,598
14000US36047090800,"Census Tract 908, Kings, NY",5498,1588
14000US36047091000,"Census Tract 910, Kings, NY",4613,609
14000US36047091200,"Census Tract 912, Kings, NY",5312,1199
14000US36047091600,"Census Tract 916, Kings, NY",3686,531
14000US36047091800,"Census Tract 918, Kings, NY",2340,322
14000US36047092000,"Census Tract 920, Kings, NY",2247,536
14000US36047092200,"Census Tract 922, Kings, NY",2335,535
14000US36047092400,"Census Tract 924, Kings, NY",2673,580
14000US36047092800,"Census Tract 928, Kings, NY",2745,570
14000US36047093000,"Census Tract 930, Kings, NY",3046,376
14000US36047093200,"Census Tract 932, Kings, NY",1537,474
14000US36047093400,"Census Tract 934, Kings, NY",2585,333
14000US36047093600,"Census Tract 936, Kings, NY",1679,237
14000US36047093800,"Census Tract 938, Kings, NY",2736,476
14000US36047094401,"Census Tract 944.01, Kings, NY",3330,526
14000US36047094402,"Census Tract 944.02, Kings, NY",3314,717
14000US36047094600,"Census Tract 946, Kings, NY",1888,445
14000US36047095000,"Census Tract 950, Kings, NY",2751,352
14000US36047095400,"Census Tract 954, Kings, NY",4340,599
14000US36047095600,"Census Tract 956, Kings, NY",4524,805
14000US36047095800,"Census Tract 958, Kings, NY",3378,611
14000US36047096000,"Census Tract 960, Kings, NY",0,13
14000US36047096200,"Census Tract 962, Kings, NY",1679,581
14000US36047096400,"Census Tract 964, Kings, NY",2469,405
14000US36047096600,"Census Tract 966, Kings, NY",2525,442
14000US36047096800,"Census Tract 968, Kings, NY",1511,369
14000US36047097000,"Census Tract 970, Kings, NY",2696,522
14000US36047097400,"Census Tract 974, Kings, NY",2792,536
14000US36047098200,"Census Tract 982, Kings, NY",4526,827
14000US36047098400,"Census Tract 984, Kings, NY",2233,422
14000US36047098600,"Census Tract 986, Kings, NY",2857,489
14000US36047098800,"Census Tract 988, Kings, NY",3348,534
14000US36047099000,"Census Tract 990, Kings, NY",1742,328
14000US36047099200,"Census Tract 992, Kings, NY",2483,533
14000US36047099400,"Census Tract 994, Kings, NY",2057,365
14000US36047099600,"Census Tract 996, Kings, NY",3496,821
14000US36047099800,"Census Tract 998, Kings, NY",4005,797
14000US36047100400,"Census Tract 1004, Kings, NY",3004,473
14000US36047100600,"Census Tract 1006, Kings, NY",2809,457
14000US36047100800,"Census Tract 1008, Kings, NY",2236,363
14000US36047101000,"Census Tract 1010, Kings, NY",2293,475
14000US36047101200,"Census Tract 1012, Kings, NY",2324,415
14000US36047101400,"Census Tract 1014, Kings, NY",2169,411
14000US36047101600,"Census Tract 1016, Kings, NY",1710,364
14000US36047101800,"Census Tract 1018, Kings, NY",2176,428
14000US36047102000,"Census Tract 1020, Kings, NY",2261,502
14000US36047102200,"Census Tract 1022, Kings, NY",2364,476
14000US36047102400,"Census Tract 1024, Kings, NY",2245,498
14000US36047102600,"Census Tract 1026, Kings, NY",3193,435
14000US36047102801,"Census Tract 1028.01, Kings, NY",1610,288
14000US36047102802,"Census Tract 1028.02, Kings, NY",0,13
14000US36047103401,"Census Tract 1034.01, Kings, NY",4379,707
14000US36047103402,"Census Tract 1034.02, Kings, NY",0,13
14000US36047105801,"Census Tract 1058.01, Kings, NY",6094,749
14000US36047105804,"Census Tract 1058.04, Kings, NY",6831,889
14000US36047107001,"Census Tract 1070.01, Kings, NY",2992,380
14000US36047107002,"Census Tract 1070.02, Kings, NY",0,13
14000US36047107003,"Census Tract 1070.03, Kings, NY",0,13
14000US36047107800,"Census Tract 1078, Kings, NY",4667,757
14000US36047109800,"Census Tract 1098, Kings, NY",2460,563
14000US36047110400,"Census Tract 1104, Kings, NY",4811,996
14000US36047110600,"Census Tract 1106, Kings, NY",4994,738
14000US36047111000,"Census Tract 1110, Kings, NY",3120,473
14000US36047111600,"Census Tract 1116, Kings, NY",3617,803
14000US36047111800,"Census Tract 1118, Kings, NY",3953,956
14000US36047112000,"Census Tract 1120, Kings, NY",3353,671
14000US36047112200,"Census Tract 1122, Kings, NY",2946,588
14000US36047112400,"Census Tract 1124, Kings, NY",3938,704
14000US36047112600,"Census Tract 1126, Kings, NY",4029,825
14000US36047112800,"Census Tract 1128, Kings, NY",4024,1031
14000US36047113000,"Census Tract 1130, Kings, NY",4087,773
14000US36047113200,"Census Tract 1132, Kings, NY",2315,469
14000US36047113400,"Census Tract 1134, Kings, NY",2566,602
14000US36047114201,"Census Tract 1142.01, Kings, NY",1497,364
14000US36047114202,"Census Tract 1142.02, Kings, NY",3001,598
14000US36047114400,"Census Tract 1144, Kings, NY",2849,522
14000US36047114600,"Census Tract 1146, Kings, NY",3119,847
14000US36047115000,"Census Tract 1150, Kings, NY",2839,758
14000US36047115200,"Census Tract 1152, Kings, NY",3664,803
14000US36047115600,"Census Tract 1156, Kings, NY",4320,596
14000US36047115800,"Census Tract 1158, Kings, NY",3020,667
14000US36047116000,"Census Tract 1160, Kings, NY",2781,591
14000US36047116200,"Census Tract 1162, Kings, NY",2728,645
14000US36047116400,"Census Tract 1164, Kings, NY",4063,836
14000US36047116600,"Census Tract 1166, Kings, NY",3028,712
14000US36047116800,"Census Tract 1168, Kings, NY",2538,491
14000US36047117000,"Census Tract 1170, Kings, NY",1914,554
14000US36047117201,"Census Tract 1172.01, Kings, NY",2427,376
14000US36047117202,"Census Tract 1172.02, Kings, NY",4492,1268
14000US36047117400,"Census Tract 1174, Kings, NY",3919,771
14000US36047117601,"Census Tract 1176.01, Kings, NY",3333,711
14000US36047117602,"Census Tract 1176.02, Kings, NY",2782,546
14000US36047117800,"Census Tract 1178, Kings, NY",1924,521
14000US36047118000,"Census Tract 1180, Kings, NY",0,13
14000US36047118201,"Census Tract 1182.01, Kings, NY",3329,680
14000US36047118202,"Census Tract 1182.02, Kings, NY",3581,659
14000US36047118400,"Census Tract 1184, Kings, NY",4899,846
14000US36047118600,"Census Tract 1186, Kings, NY",3516,699
14000US36047118800,"Census Tract 1188, Kings, NY",4814,813
14000US36047119000,"Census Tract 1190, Kings, NY",2372,508
14000US36047119200,"Census Tract 1192, Kings, NY",3421,777
14000US36047119400,"Census Tract 1194, Kings, NY",5898,1215
14000US36047119600,"Census Tract 1196, Kings, NY",5099,787
14000US36047119800,"Census Tract 1198, Kings, NY",3664,789
14000US36047120000,"Census Tract 1200, Kings, NY",2769,517
14000US36047120200,"Census Tract 1202, Kings, NY",2160,372
14000US36047120801,"Census Tract 1208.01, Kings, NY",5672,1458
14000US36047120802,"Census Tract 1208.02, Kings, NY",4556,1309
14000US36047120803,"Census Tract 1208.03, Kings, NY",1916,290
14000US36047121000,"Census Tract 1210, Kings, NY",4237,766
14000US36047121400,"Census Tract 1214, Kings, NY",4720,768
14000US36047122000,"Census Tract 1220, Kings, NY",6741,992
14000US36047123700,"Census Tract 1237, Kings, NY",8372,1513
14000US36047150200,"Census Tract 1502, Kings, NY",2807,459
14000US36047152200,"Census Tract 1522, Kings, NY",3578,661
14000US36047990100,"Census Tract 9901, Kings, NY",0,13
14000US36061000100,"Census Tract 1, New York, NY",0,13
14000US36061000201,"Census Tract 2.01, New York, NY",2740,1385
14000US36061000202,"Census Tract 2.02, New York, NY",6789,771
14000US36061000500,"Census Tract 5, New York, NY",0,13
14000US36061000600,"Census Tract 6, New York, NY",10732,1247
14000US36061000700,"Census Tract 7, New York, NY",8653,993
14000US36061000800,"Census Tract 8, New York, NY",9189,1146
14000US36061000900,"Census Tract 9, New York, NY",1906,343
14000US36061001001,"Census Tract 10.01, New York, NY",1615,235
14000US36061001002,"Census Tract 10.02, New York, NY",5520,1052
14000US36061001200,"Census Tract 12, New York, NY",4372,506
14000US36061001300,"Census Tract 13, New York, NY",4844,728
14000US36061001401,"Census Tract 14.01, New York, NY",3071,533
14000US36061001402,"Census Tract 14.02, New York, NY",3133,607
14000US36061001501,"Census Tract 15.01, New York, NY",7749,1661
14000US36061001502,"Census Tract 15.02, New York, NY",8133,993
14000US36061001600,"Census Tract 16, New York, NY",8133,1138
14000US36061001800,"Census Tract 18, New York, NY",7271,880
14000US36061002000,"Census Tract 20, New York, NY",5015,729
14000US36061002100,"Census Tract 21, New York, NY",7379,1020
14000US36061002201,"Census Tract 22.01, New York, NY",6689,864
14000US36061002202,"Census Tract 22.02, New York, NY",2422,536
14000US36061002400,"Census Tract 24, New York, NY",4385,759
14000US36061002500,"Census Tract 25, New York, NY",5289,907
14000US36061002601,"Census Tract 26.01, New York, NY",4171,772
14000US36061002602,"Census Tract 26.02, New York, NY",3683,558
14000US36061002700,"Census Tract 27, New York, NY",1253,353
14000US36061002800,"Census Tract 28, New York, NY",6483,901
14000US36061002901,"Census Tract 29.01, New York, NY",1453,541
14000US36061002902,"Census Tract 29.02, New York, NY",4197,745
14000US36061003001,"Census Tract 30.01, New York, NY",3718,629
14000US36061003002,"Census Tract 30.02, New York, NY",3126,334
14000US36061003100,"Census Tract 31, New York, NY",2684,337
14000US36061003200,"Census Tract 32, New York, NY",8000,1339
14000US36061003300,"Census Tract 33, New York, NY",5647,854
14000US36061003400,"Census Tract 34, New York, NY",6981,1078
14000US36061003601,"Census Tract 36.01, New York, NY",2940,389
14000US36061003602,"Census Tract 36.02, New York, NY",3561,545
14000US36061003700,"Census Tract 37, New York, NY",3338,636
14000US36061003800,"Census Tract 38, New York, NY",8137,1205
14000US36061003900,"Census Tract 39, New York, NY",6830,1198
14000US36061004001,"Census Tract 40.01, New York, NY",3004,484
14000US36061004002,"Census Tract 40.02, New York, NY",6135,1788
14000US36061004100,"Census Tract 41, New York, NY",7854,1546
14000US36061004200,"Census Tract 42, New York, NY",5347,495
14000US36061004300,"Census Tract 43, New York, NY",3788,573
14000US36061004400,"Census Tract 44, New York, NY",16629,1907
14000US36061004500,"Census Tract 45, New York, NY",1189,219
14000US36061004700,"Census Tract 47, New York, NY",2714,424
14000US36061004800,"Census Tract 48, New York, NY",6541,775
14000US36061004900,"Census Tract 49, New York, NY",4411,756
14000US36061005000,"Census Tract 50, New York, NY",5042,814
14000US36061005200,"Census Tract 52, New York, NY",3254,368
14000US36061005400,"Census Tract 54, New York, NY",4851,566
14000US36061005501,"Census Tract 55.01, New York, NY",5073,749
14000US36061005502,"Census Tract 55.02, New York, NY",1912,340
14000US36061005600,"Census Tract 56, New York, NY",4190,769
14000US36061005700,"Census Tract 57, New York, NY",3016,556
14000US36061005800,"Census Tract 58, New York, NY",4017,633
14000US36061005900,"Census Tract 59, New York, NY",5047,672
14000US36061006000,"Census Tract 60, New York, NY",5698,730
14000US36061006100,"Census Tract 61, New York, NY",5143,609
14000US36061006200,"Census Tract 62, New York, NY",4385,768
14000US36061006300,"Census Tract 63, New York, NY",6456,1019
14000US36061006400,"Census Tract 64, New York, NY",7415,1015
14000US36061006500,"Census Tract 65, New York, NY",5933,706
14000US36061006600,"Census Tract 66, New York, NY",12022,1887
14000US36061006700,"Census Tract 67, New York, NY",5093,898
14000US36061006800,"Census Tract 68, New York, NY",8293,1114
14000US36061006900,"Census Tract 69, New York, NY",2450,372
14000US36061007001,"Census Tract 70.01, New York, NY",3572,1309
14000US36061007002,"Census Tract 70.02, New York, NY",4292,645
14000US36061007100,"Census Tract 71, New York, NY",5384,803
14000US36061007200,"Census Tract 72, New York, NY",7882,894
14000US36061007300,"Census Tract 73, New York, NY",5428,715
14000US36061007400,"Census Tract 74, New York, NY",4805,716
14000US36061007500,"Census Tract 75, New York, NY",3610,542
14000US36061007600,"Census Tract 76, New York, NY",2258,345
14000US36061007700,"Census Tract 77, New York, NY",5849,623
14000US36061007800,"Census Tract 78, New York, NY",9494,1386
14000US36061007900,"Census Tract 79, New York, NY",4170,711
14000US36061008000,"Census Tract 80, New York, NY",5282,701
14000US36061008100,"Census Tract 81, New York, NY",7318,1122
14000US36061008200,"Census Tract 82, New York, NY",3567,913
14000US36061008300,"Census Tract 83, New York, NY",4073,714
14000US36061008400,"Census Tract 84, New York, NY",1466,322
14000US36061008601,"Census Tract 86.01, New York, NY",3042,439
14000US36061008602,"Census Tract 86.02, New York, NY",0,13
14000US36061008603,"Census Tract 86.03, New York, NY",5226,877
14000US36061008700,"Census Tract 87, New York, NY",6216,853
14000US36061008800,"Census Tract 88, New York, NY",8108,975
14000US36061008900,"Census Tract 89, New York, NY",5844,620
14000US36061009000,"Census Tract 90, New York, NY",7775,1025
14000US36061009100,"Census Tract 91, New York, NY",6656,813
14000US36061009200,"Census Tract 92, New York, NY",1541,295
14000US36061009300,"Census Tract 93, New York, NY",10198,1212
14000US36061009400,"Census Tract 94, New York, NY",90,69
14000US36061009500,"Census Tract 95, New York, NY",3151,657
14000US36061009600,"Census Tract 96, New York, NY",220,80
14000US36061009700,"Census Tract 97, New York, NY",4620,505
14000US36061009800,"Census Tract 98, New York, NY",7426,1174
14000US36061009901,"Census Tract 99.01, New York, NY",1877,566
14000US36061009902,"Census Tract 99.02, New York, NY",3210,554
14000US36061009903,"Census Tract 99.03, New York, NY",744,144
14000US36061010000,"Census Tract 100, New York, NY",1747,377
14000US36061010100,"Census Tract 101, New York, NY",1683,570
14000US36061010200,"Census Tract 102, New York, NY",214,132
14000US36061010300,"Census Tract 103, New York, NY",2565,542
14000US36061010400,"Census Tract 104, New York, NY",830,191
14000US36061010601,"Census Tract 106.01, New York, NY",7632,1431
14000US36061010602,"Census Tract 106.02, New York, NY",4812,555
14000US36061010801,"Census Tract 108.01, New York, NY",3035,595
14000US36061010802,"Census Tract 108.02, New York, NY",4432,1415
14000US36061010803,"Census Tract 108.03, New York, NY",1335,399
14000US36061010900,"Census Tract 109, New York, NY",251,58
14000US36061011000,"Census Tract 110, New York, NY",7553,1139
14000US36061011100,"Census Tract 111, New York, NY",4540,711
14000US36061011201,"Census Tract 112.01, New York, NY",919,186
14000US36061011202,"Census Tract 112.02, New York, NY",491,144
14000US36061011203,"Census Tract 112.03, New York, NY",1206,236
14000US36061011300,"Census Tract 113, New York, NY",107,37
14000US36061011401,"Census Tract 114.01, New York, NY",1217,259
14000US36061011402,"Census Tract 114.02, New York, NY",2239,558
14000US36061011500,"Census Tract 115, New York, NY",3367,701
14000US36061011600,"Census Tract 116, New York, NY",3782,644
14000US36061011700,"Census Tract 117, New York, NY",4900,722
14000US36061011800,"Census Tract 118, New York, NY",9567,993
14000US36061011900,"Census Tract 119, New York, NY",1152,160
14000US36061012000,"Census Tract 120, New York, NY",3013,581
14000US36061012101,"Census Tract 121.01, New York, NY",2899,689
14000US36061012102,"Census Tract 121.02, New York, NY",5053,858
14000US36061012200,"Census Tract 122, New York, NY",2986,672
14000US36061012400,"Census Tract 124, New York, NY",10249,1304
14000US36061012500,"Census Tract 125, New York, NY",2427,437
14000US36061012601,"Census Tract 126.01, New York, NY",7106,1497
14000US36061012602,"Census Tract 126.02, New York, NY",4847,1092
14000US36061012700,"Census Tract 127, New York, NY",7298,1022
14000US36061012800,"Census Tract 128, New York, NY",5574,757
14000US36061012901,"Census Tract 129.01, New York, NY",7025,1013
14000US36061012902,"Census Tract 129.02, New York, NY",2374,500
14000US36061013000,"Census Tract 130, New York, NY",3595,767
14000US36061013100,"Census Tract 131, New York, NY",2780,340
14000US36061013201,"Census Tract 132.01, New York, NY",2496,993
14000US36061013202,"Census Tract 132.02, New York, NY",3603,901
14000US36061013203,"Census Tract 132.03, New York, NY",4452,1098
14000US36061013300,"Census Tract 133, New York, NY",6471,802
14000US36061013400,"Census Tract 134, New York, NY",11272,1540
14000US36061013501,"Census Tract 135.01, New York, NY",4936,940
14000US36061013502,"Census Tract 135.02, New York, NY",5543,884
14000US36061013601,"Census Tract 136.01, New York, NY",1714,536
14000US36061013602,"Census Tract 136.02, New York, NY",6756,2117
14000US36061013603,"Census Tract 136.03, New York, NY",4069,689
14000US36061013604,"Census Tract 136.04, New York, NY",4042,736
14000US36061013700,"Census Tract 137, New York, NY",6579,1107
14000US36061013800,"Census Tract 138, New York, NY",12879,2251
14000US36061013900,"Census Tract 139, New York, NY",10203,1588
14000US36061014000,"Census Tract 140, New York, NY",7461,912
14000US36061014200,"Census Tract 142, New York, NY",4747,877
14000US36061014300,"Census Tract 143, New York, NY",0,13
14000US36061014401,"Census Tract 144.01, New York, NY",4644,804
14000US36061014402,"Census Tract 144.02, New York, NY",7028,907
14000US36061014500,"Census Tract 145, New York, NY",6401,817
14000US36061014601,"Census Tract 146.01, New York, NY",4312,713
14000US36061014602,"Census Tract 146.02, New York, NY",7878,980
14000US36061014700,"Census Tract 147, New York, NY",3041,602
14000US36061014801,"Census Tract 148.01, New York, NY",2751,566
14000US36061014802,"Census Tract 148.02, New York, NY",6615,1140
14000US36061014900,"Census Tract 149, New York, NY",5412,798
14000US36061015001,"Census Tract 150.01, New York, NY",2001,385
14000US36061015002,"Census Tract 150.02, New York, NY",4707,450
14000US36061015101,"Census Tract 151.01, New York, NY",3747,1099
14000US36061015102,"Census Tract 151.02, New York, NY",7426,1503
14000US36061015200,"Census Tract 152, New York, NY",8122,904
14000US36061015301,"Census Tract 153.01, New York, NY",4450,767
14000US36061015302,"Census Tract 153.02, New York, NY",5431,642
14000US36061015401,"Census Tract 154.01, New York, NY",5071,1298
14000US36061015402,"Census Tract 154.02, New York, NY",3579,1259
14000US36061015403,"Census Tract 154.03, New York, NY",5211,945
14000US36061015501,"Census Tract 155.01, New York, NY",5197,1230
14000US36061015502,"Census Tract 155.02, New York, NY",5095,976
14000US36061015601,"Census Tract 156.01, New York, NY",5170,654
14000US36061015602,"Census Tract 156.02, New York, NY",2193,382
14000US36061015700,"Census Tract 157, New York, NY",10447,1350
14000US36061015801,"Census Tract 158.01, New York, NY",4877,518
14000US36061015802,"Census Tract 158.02, New York, NY",4284,631
14000US36061015900,"Census Tract 159, New York, NY",8606,1511
14000US36061016001,"Census Tract 160.01, New York, NY",3127,560
14000US36061016002,"Census Tract 160.02, New York, NY",3522,869
14000US36061016100,"Census Tract 161, New York, NY",6544,783
14000US36061016200,"Census Tract 162, New York, NY",9066,1350
14000US36061016300,"Census Tract 163, New York, NY",7575,1615
14000US36061016400,"Census Tract 164, New York, NY",8042,1244
14000US36061016500,"Census Tract 165, New York, NY",7431,995
14000US36061016600,"Census Tract 166, New York, NY",5752,891
14000US36061016700,"Census Tract 167, New York, NY",6966,868
14000US36061016800,"Census Tract 168, New York, NY",5110,629
14000US36061016900,"Census Tract 169, New York, NY",7984,972
14000US36061017000,"Census Tract 170, New York, NY",8968,1375
14000US36061017100,"Census Tract 171, New York, NY",9517,1669
14000US36061017200,"Census Tract 172, New York, NY",5110,1150
14000US36061017300,"Census Tract 173, New York, NY",8867,1286
14000US36061017401,"Census Tract 174.01, New York, NY",4967,900
14000US36061017402,"Census Tract 174.02, New York, NY",2759,480
14000US36061017500,"Census Tract 175, New York, NY",10628,1849
14000US36061017700,"Census Tract 177, New York, NY",10581,2718
14000US36061017800,"Census Tract 178, New York, NY",4087,732
14000US36061017900,"Census Tract 179, New York, NY",9116,1940
14000US36061018000,"Census Tract 180, New York, NY",7048,1149
14000US36061018100,"Census Tract 181, New York, NY",9064,1382
14000US36061018200,"Census Tract 182, New York, NY",7212,1021
14000US36061018300,"Census Tract 183, New York, NY",8578,1408
14000US36061018400,"Census Tract 184, New York, NY",7846,1122
14000US36061018500,"Census Tract 185, New York, NY",5155,695
14000US36061018600,"Census Tract 186, New York, NY",6074,1026
14000US36061018700,"Census Tract 187, New York, NY",9874,2591
14000US36061018800,"Census Tract 188, New York, NY",4955,1063
14000US36061018900,"Census Tract 189, New York, NY",11245,1352
14000US36061019000,"Census Tract 190, New York, NY",3722,404
14000US36061019100,"Census Tract 191, New York, NY",8888,1068
14000US36061019200,"Census Tract 192, New York, NY",4247,668
14000US36061019300,"Census Tract 193, New York, NY",10614,1422
14000US36061019400,"Census Tract 194, New York, NY",6475,938
14000US36061019500,"Census Tract 195, New York, NY",7766,901
14000US36061019600,"Census Tract 196, New York, NY",3910,721
14000US36061019701,"Census Tract 197.01, New York, NY",879,129
14000US36061019702,"Census Tract 197.02, New York, NY",3074,481
14000US36061019800,"Census Tract 198, New York, NY",2499,697
14000US36061019900,"Census Tract 199, New York, NY",8876,1126
14000US36061020000,"Census Tract 200, New York, NY",3233,542
14000US36061020101,"Census Tract 201.01, New York, NY",1859,208
14000US36061020102,"Census Tract 201.02, New York, NY",4125,609
14000US36061020300,"Census Tract 203, New York, NY",4036,420
14000US36061020500,"Census Tract 205, New York, NY",5633,493
14000US36061020600,"Census Tract 206, New York, NY",3749,639
14000US36061020701,"Census Tract 207.01, New York, NY",2870,337
14000US36061020800,"Census Tract 208, New York, NY",5714,920
14000US36061020901,"Census Tract 209.01, New York, NY",3674,680
14000US36061021000,"Census Tract 210, New York, NY",7179,962
14000US36061021100,"Census Tract 211, New York, NY",10519,1641
14000US36061021200,"Census Tract 212, New York, NY",4219,607
14000US36061021303,"Census Tract 213.03, New York, NY",6553,927
