geoid,name,B01003001,"B01003001, Error"
14000US36081055300,"Census Tract 553, Queens, NY",3114,569
14000US36081055400,"Census Tract 554, Queens, NY",2786,439
14000US36081055500,"Census Tract 555, Queens, NY",2430,446
14000US36081055600,"Census Tract 556, Queens, NY",2580,400
14000US36081055700,"Census Tract 557, Queens, NY",4289,670
14000US36081055800,"Census Tract 558, Queens, NY",1999,383
14000US36081055900,"Census Tract 559, Queens, NY",1149,273
14000US36081056000,"Census Tract 560, Queens, NY",1791,386
14000US36081056100,"Census Tract 561, Queens, NY",20,15
14000US36081056200,"Census Tract 562, Queens, NY",1573,295
14000US36081056400,"Census Tract 564, Queens, NY",1216,330
14000US36081056500,"Census Tract 565, Queens, NY",1739,288
14000US36081056600,"Census Tract 566, Queens, NY",1454,371
14000US36081056700,"Census Tract 567, Queens, NY",5430,993
14000US36081056800,"Census Tract 568, Queens, NY",5310,745
14000US36081057700,"Census Tract 577, Queens, NY",3641,644
14000US36081057900,"Census Tract 579, Queens, NY",1591,343
14000US36081058000,"Census Tract 580, Queens, NY",4407,884
14000US36081058100,"Census Tract 581, Queens, NY",3264,864
14000US36081058200,"Census Tract 582, Queens, NY",5440,906
14000US36081058300,"Census Tract 583, Queens, NY",3718,497
14000US36081058500,"Census Tract 585, Queens, NY",4737,554
14000US36081058700,"Census Tract 587, Queens, NY",3532,433
14000US36081058900,"Census Tract 589, Queens, NY",5053,672
14000US36081059000,"Census Tract 590, Queens, NY",1401,361
14000US36081059100,"Census Tract 591, Queens, NY",5735,817
14000US36081059200,"Census Tract 592, Queens, NY",1624,269
14000US36081059300,"Census Tract 593, Queens, NY",4274,750
14000US36081059400,"Census Tract 594, Queens, NY",1871,358
14000US36081059501,"Census Tract 595.01, Queens, NY",1929,352
14000US36081059502,"Census Tract 595.02, Queens, NY",3130,740
14000US36081059600,"Census Tract 596, Queens, NY",1531,322
14000US36081059800,"Census Tract 598, Queens, NY",1882,570
14000US36081059900,"Census Tract 599, Queens, NY",1231,239
14000US36081060000,"Census Tract 600, Queens, NY",1118,167
14000US36081060100,"Census Tract 601, Queens, NY",2512,406
14000US36081060300,"Census Tract 603, Queens, NY",2050,426
14000US36081060600,"Census Tract 606, Queens, NY",1222,310
14000US36081060701,"Census Tract 607.01, Queens, NY",14,23
14000US36081060800,"Census Tract 608, Queens, NY",1536,282
14000US36081061000,"Census Tract 610, Queens, NY",1528,234
14000US36081061200,"Census Tract 612, Queens, NY",2204,548
14000US36081061301,"Census Tract 613.01, Queens, NY",5877,1034
14000US36081061302,"Census Tract 613.02, Queens, NY",0,13
14000US36081061400,"Census Tract 614, Queens, NY",1493,305
14000US36081061601,"Census Tract 616.01, Queens, NY",2735,469
14000US36081061602,"Census Tract 616.02, Queens, NY",1111,149
14000US36081061800,"Census Tract 618, Queens, NY",1886,320
14000US36081061900,"Census Tract 619, Queens, NY",3657,772
14000US36081062000,"Census Tract 620, Queens, NY",1607,252
14000US36081062100,"Census Tract 621, Queens, NY",2938,554
14000US36081062200,"Census Tract 622, Queens, NY",2195,428
14000US36081062300,"Census Tract 623, Queens, NY",2210,438
14000US36081062400,"Census Tract 624, Queens, NY",0,13
14000US36081062500,"Census Tract 625, Queens, NY",2388,406
14000US36081062600,"Census Tract 626, Queens, NY",3106,450
14000US36081062700,"Census Tract 627, Queens, NY",2861,574
14000US36081062900,"Census Tract 629, Queens, NY",3494,476
14000US36081063000,"Census Tract 630, Queens, NY",1629,271
14000US36081063200,"Census Tract 632, Queens, NY",2596,388
14000US36081063301,"Census Tract 633.01, Queens, NY",1562,276
14000US36081063302,"Census Tract 633.02, Queens, NY",1857,539
14000US36081063500,"Census Tract 635, Queens, NY",2617,550
14000US36081063700,"Census Tract 637, Queens, NY",3672,659
14000US36081063800,"Census Tract 638, Queens, NY",3487,630
14000US36081063900,"Census Tract 639, Queens, NY",3195,789
14000US36081064101,"Census Tract 641.01, Queens, NY",2537,351
14000US36081064102,"Census Tract 641.02, Queens, NY",0,13
14000US36081064500,"Census Tract 645, Queens, NY",2001,394
14000US36081064600,"Census Tract 646, Queens, NY",3528,468
14000US36081065000,"Census Tract 650, Queens, NY",2915,528
14000US36081065401,"Census Tract 654.01, Queens, NY",3867,510
14000US36081065402,"Census Tract 654.02, Queens, NY",23,40
14000US36081065501,"Census Tract 655.01, Queens, NY",0,13
14000US36081065600,"Census Tract 656, Queens, NY",4754,852
14000US36081065702,"Census Tract 657.02, Queens, NY",1376,239
14000US36081065703,"Census Tract 657.03, Queens, NY",3057,898
14000US36081065900,"Census Tract 659, Queens, NY",2066,396
14000US36081066000,"Census Tract 660, Queens, NY",3365,446
14000US36081066100,"Census Tract 661, Queens, NY",1689,217
14000US36081066301,"Census Tract 663.01, Queens, NY",2940,325
14000US36081066302,"Census Tract 663.02, Queens, NY",0,13
14000US36081066401,"Census Tract 664.01, Queens, NY",2029,425
14000US36081066402,"Census Tract 664.02, Queens, NY",2593,501
14000US36081066403,"Census Tract 664.03, Queens, NY",5963,1487
14000US36081066404,"Census Tract 664.04, Queens, NY",0,13
14000US36081066501,"Census Tract 665.01, Queens, NY",4333,753
14000US36081066701,"Census Tract 667.01, Queens, NY",2894,573
14000US36081066900,"Census Tract 669, Queens, NY",1625,278
14000US36081067100,"Census Tract 671, Queens, NY",2684,338
14000US36081067700,"Census Tract 677, Queens, NY",1934,272
14000US36081067900,"Census Tract 679, Queens, NY",4812,557
14000US36081068000,"Census Tract 680, Queens, NY",5726,839
14000US36081068200,"Census Tract 682, Queens, NY",1141,232
14000US36081068300,"Census Tract 683, Queens, NY",4332,521
14000US36081068700,"Census Tract 687, Queens, NY",4354,669
14000US36081069000,"Census Tract 690, Queens, NY",4213,778
14000US36081069300,"Census Tract 693, Queens, NY",3119,613
14000US36081069400,"Census Tract 694, Queens, NY",3607,586
14000US36081069500,"Census Tract 695, Queens, NY",2381,426
14000US36081069701,"Census Tract 697.01, Queens, NY",4299,459
14000US36081069702,"Census Tract 697.02, Queens, NY",4351,691
14000US36081070300,"Census Tract 703, Queens, NY",2045,315
14000US36081070700,"Census Tract 707, Queens, NY",2755,350
14000US36081070900,"Census Tract 709, Queens, NY",3161,482
14000US36081071100,"Census Tract 711, Queens, NY",6133,736
14000US36081071303,"Census Tract 713.03, Queens, NY",5854,776
14000US36081071304,"Census Tract 713.04, Queens, NY",6275,737
14000US36081071305,"Census Tract 713.05, Queens, NY",5108,554
14000US36081071306,"Census Tract 713.06, Queens, NY",7482,1291
14000US36081071600,"Census Tract 716, Queens, NY",0,13
14000US36081071701,"Census Tract 717.01, Queens, NY",5438,1060
14000US36081071702,"Census Tract 717.02, Queens, NY",4287,425
14000US36081071900,"Census Tract 719, Queens, NY",2911,368
14000US36081072100,"Census Tract 721, Queens, NY",4781,792
14000US36081072300,"Census Tract 723, Queens, NY",2189,343
14000US36081072900,"Census Tract 729, Queens, NY",1471,263
14000US36081073100,"Census Tract 731, Queens, NY",1658,270
14000US36081073700,"Census Tract 737, Queens, NY",2233,266
14000US36081073900,"Census Tract 739, Queens, NY",5597,737
14000US36081074100,"Census Tract 741, Queens, NY",3131,512
14000US36081074300,"Census Tract 743, Queens, NY",4423,784
14000US36081074500,"Census Tract 745, Queens, NY",3814,647
14000US36081074700,"Census Tract 747, Queens, NY",3540,584
14000US36081074900,"Census Tract 749, Queens, NY",1412,264
14000US36081075701,"Census Tract 757.01, Queens, NY",4877,796
14000US36081075702,"Census Tract 757.02, Queens, NY",5866,1151
14000US36081076901,"Census Tract 769.01, Queens, NY",4672,733
14000US36081076902,"Census Tract 769.02, Queens, NY",1168,148
14000US36081077300,"Census Tract 773, Queens, NY",2136,240
14000US36081077500,"Census Tract 775, Queens, NY",2201,393
14000US36081077902,"Census Tract 779.02, Queens, NY",5062,895
14000US36081077903,"Census Tract 779.03, Queens, NY",3418,691
14000US36081077904,"Census Tract 779.04, Queens, NY",6281,1215
14000US36081077905,"Census Tract 779.05, Queens, NY",2851,686
14000US36081077906,"Census Tract 779.06, Queens, NY",3655,477
14000US36081077907,"Census Tract 779.07, Queens, NY",3521,635
14000US36081077908,"Census Tract 779.08, Queens, NY",3267,443
14000US36081078800,"Census Tract 788, Queens, NY",2082,534
14000US36081079000,"Census Tract 790, Queens, NY",2745,529
14000US36081079200,"Census Tract 792, Queens, NY",2675,543
14000US36081079300,"Census Tract 793, Queens, NY",0,13
14000US36081079701,"Census Tract 797.01, Queens, NY",6505,1130
14000US36081079702,"Census Tract 797.02, Queens, NY",4026,779
14000US36081079900,"Census Tract 799, Queens, NY",3401,657
14000US36081080301,"Census Tract 803.01, Queens, NY",3441,731
14000US36081080302,"Census Tract 803.02, Queens, NY",3567,804
14000US36081080900,"Census Tract 809, Queens, NY",7434,1045
14000US36081081400,"Census Tract 814, Queens, NY",4971,841
14000US36081081800,"Census Tract 818, Queens, NY",4239,803
14000US36081083700,"Census Tract 837, Queens, NY",5531,787
14000US36081083800,"Census Tract 838, Queens, NY",5904,903
14000US36081084000,"Census Tract 840, Queens, NY",7216,964
14000US36081084500,"Census Tract 845, Queens, NY",4984,703
14000US36081084601,"Census Tract 846.01, Queens, NY",3081,428
14000US36081084602,"Census Tract 846.02, Queens, NY",1201,523
14000US36081084901,"Census Tract 849.01, Queens, NY",2400,761
14000US36081084902,"Census Tract 849.02, Queens, NY",4086,806
14000US36081085300,"Census Tract 853, Queens, NY",5742,797
14000US36081085500,"Census Tract 855, Queens, NY",7041,1194
14000US36081085700,"Census Tract 857, Queens, NY",5033,791
14000US36081085900,"Census Tract 859, Queens, NY",5465,1004
14000US36081086100,"Census Tract 861, Queens, NY",2282,428
14000US36081086300,"Census Tract 863, Queens, NY",6807,1004
14000US36081086400,"Census Tract 864, Queens, NY",2827,442
14000US36081086500,"Census Tract 865, Queens, NY",4333,672
14000US36081086900,"Census Tract 869, Queens, NY",1693,364
14000US36081087100,"Census Tract 871, Queens, NY",3589,500
14000US36081088400,"Census Tract 884, Queens, NY",9187,1183
14000US36081088902,"Census Tract 889.02, Queens, NY",5580,1011
14000US36081088903,"Census Tract 889.03, Queens, NY",5266,1072
14000US36081089201,"Census Tract 892.01, Queens, NY",9069,1661
14000US36081089202,"Census Tract 892.02, Queens, NY",0,13
14000US36081090700,"Census Tract 907, Queens, NY",1590,280
14000US36081091602,"Census Tract 916.02, Queens, NY",0,13
14000US36081091603,"Census Tract 916.03, Queens, NY",3782,867
14000US36081091604,"Census Tract 916.04, Queens, NY",0,13
14000US36081091800,"Census Tract 918, Queens, NY",13,12
14000US36081091900,"Census Tract 919, Queens, NY",5776,1004
14000US36081092200,"Census Tract 922, Queens, NY",2273,341
14000US36081092500,"Census Tract 925, Queens, NY",3611,898
14000US36081092800,"Census Tract 928, Queens, NY",3925,661
14000US36081092900,"Census Tract 929, Queens, NY",7750,1180
14000US36081093401,"Census Tract 934.01, Queens, NY",4094,792
14000US36081093402,"Census Tract 934.02, Queens, NY",4378,1031
14000US36081093800,"Census Tract 938, Queens, NY",5289,744
14000US36081093900,"Census Tract 939, Queens, NY",6245,935
14000US36081094201,"Census Tract 942.01, Queens, NY",3343,647
14000US36081094202,"Census Tract 942.02, Queens, NY",6057,823
14000US36081094203,"Census Tract 942.03, Queens, NY",6701,948
14000US36081094500,"Census Tract 945, Queens, NY",4081,696
14000US36081094700,"Census Tract 947, Queens, NY",2324,528
14000US36081095400,"Census Tract 954, Queens, NY",6823,927
14000US36081096400,"Census Tract 964, Queens, NY",7271,969
14000US36081097202,"Census Tract 972.02, Queens, NY",3689,718
14000US36081097204,"Census Tract 972.04, Queens, NY",4094,860
14000US36081097205,"Census Tract 972.05, Queens, NY",3645,482
14000US36081097206,"Census Tract 972.06, Queens, NY",2923,701
14000US36081097207,"Census Tract 972.07, Queens, NY",0,13
14000US36081097300,"Census Tract 973, Queens, NY",2347,381
14000US36081098100,"Census Tract 981, Queens, NY",2273,292
14000US36081098700,"Census Tract 987, Queens, NY",2806,341
14000US36081099100,"Census Tract 991, Queens, NY",7812,1201
14000US36081099200,"Census Tract 992, Queens, NY",4402,644
14000US36081099701,"Census Tract 997.01, Queens, NY",2880,323
14000US36081099703,"Census Tract 997.03, Queens, NY",3990,597
14000US36081099704,"Census Tract 997.04, Queens, NY",7453,1532
14000US36081099705,"Census Tract 997.05, Queens, NY",2698,640
14000US36081099801,"Census Tract 998.01, Queens, NY",9308,1655
14000US36081099802,"Census Tract 998.02, Queens, NY",6489,1419
14000US36081099900,"Census Tract 999, Queens, NY",0,13
14000US36081100801,"Census Tract 1008.01, Queens, NY",3042,745
14000US36081100803,"Census Tract 1008.03, Queens, NY",4081,792
14000US36081100804,"Census Tract 1008.04, Queens, NY",4952,1018
14000US36081101002,"Census Tract 1010.02, Queens, NY",5393,1230
14000US36081101003,"Census Tract 1010.03, Queens, NY",4279,1258
14000US36081101004,"Census Tract 1010.04, Queens, NY",7499,1119
14000US36081101700,"Census Tract 1017, Queens, NY",6724,898
14000US36081102900,"Census Tract 1029, Queens, NY",3931,624
14000US36081103201,"Census Tract 1032.01, Queens, NY",7226,1053
14000US36081103202,"Census Tract 1032.02, Queens, NY",8397,1472
14000US36081103300,"Census Tract 1033, Queens, NY",4784,655
14000US36081103900,"Census Tract 1039, Queens, NY",7132,929
14000US36081104700,"Census Tract 1047, Queens, NY",7009,1251
14000US36081105900,"Census Tract 1059, Queens, NY",3948,766
14000US36081107201,"Census Tract 1072.01, Queens, NY",2429,428
14000US36081107202,"Census Tract 1072.02, Queens, NY",0,13
14000US36081108500,"Census Tract 1085, Queens, NY",2584,427
14000US36081109300,"Census Tract 1093, Queens, NY",3123,614
14000US36081109700,"Census Tract 1097, Queens, NY",1726,291
14000US36081109900,"Census Tract 1099, Queens, NY",3471,562
14000US36081111300,"Census Tract 1113, Queens, NY",2636,426
14000US36081112300,"Census Tract 1123, Queens, NY",2226,349
14000US36081112900,"Census Tract 1129, Queens, NY",2327,508
14000US36081113300,"Census Tract 1133, Queens, NY",1416,244
14000US36081113900,"Census Tract 1139, Queens, NY",3997,532
14000US36081114100,"Census Tract 1141, Queens, NY",2491,376
14000US36081114700,"Census Tract 1147, Queens, NY",1910,348
14000US36081115100,"Census Tract 1151, Queens, NY",839,178
14000US36081115500,"Census Tract 1155, Queens, NY",2384,402
14000US36081115700,"Census Tract 1157, Queens, NY",3221,645
14000US36081115900,"Census Tract 1159, Queens, NY",4209,567
14000US36081116100,"Census Tract 1161, Queens, NY",3867,702
14000US36081116301,"Census Tract 1163.01, Queens, NY",4771,720
14000US36081116302,"Census Tract 1163.02, Queens, NY",4036,928
14000US36081116700,"Census Tract 1167, Queens, NY",2083,406
14000US36081117100,"Census Tract 1171, Queens, NY",2510,384
14000US36081117500,"Census Tract 1175, Queens, NY",4541,761
14000US36081118100,"Census Tract 1181, Queens, NY",1734,367
14000US36081118500,"Census Tract 1185, Queens, NY",1930,399
14000US36081118700,"Census Tract 1187, Queens, NY",2497,419
14000US36081118900,"Census Tract 1189, Queens, NY",1857,429
14000US36081119100,"Census Tract 1191, Queens, NY",2944,605
14000US36081119300,"Census Tract 1193, Queens, NY",2058,428
14000US36081119500,"Census Tract 1195, Queens, NY",1559,369
14000US36081119900,"Census Tract 1199, Queens, NY",1618,360
14000US36081120100,"Census Tract 1201, Queens, NY",1416,458
14000US36081120300,"Census Tract 1203, Queens, NY",1684,310
14000US36081120500,"Census Tract 1205, Queens, NY",2748,495
14000US36081120701,"Census Tract 1207.01, Queens, NY",3191,671
14000US36081120702,"Census Tract 1207.02, Queens, NY",0,13
14000US36081121100,"Census Tract 1211, Queens, NY",0,13
14000US36081121500,"Census Tract 1215, Queens, NY",4804,632
14000US36081122300,"Census Tract 1223, Queens, NY",3152,751
14000US36081122702,"Census Tract 1227.02, Queens, NY",6454,1011
14000US36081122703,"Census Tract 1227.03, Queens, NY",7738,1449
14000US36081122704,"Census Tract 1227.04, Queens, NY",4590,1506
14000US36081124100,"Census Tract 1241, Queens, NY",3978,684
14000US36081124700,"Census Tract 1247, Queens, NY",3668,586
14000US36081125700,"Census Tract 1257, Queens, NY",3418,673
14000US36081126500,"Census Tract 1265, Queens, NY",1843,329
14000US36081126700,"Census Tract 1267, Queens, NY",4821,658
14000US36081127700,"Census Tract 1277, Queens, NY",3331,563
14000US36081128300,"Census Tract 1283, Queens, NY",0,13
14000US36081129102,"Census Tract 1291.02, Queens, NY",4083,823
14000US36081129103,"Census Tract 1291.03, Queens, NY",4477,860
14000US36081129104,"Census Tract 1291.04, Queens, NY",4384,589
14000US36081130100,"Census Tract 1301, Queens, NY",4075,744
14000US36081133300,"Census Tract 1333, Queens, NY",4115,720
14000US36081133900,"Census Tract 1339, Queens, NY",1310,202
14000US36081134100,"Census Tract 1341, Queens, NY",3508,628
14000US36081134701,"Census Tract 1347.01, Queens, NY",5313,664
14000US36081134702,"Census Tract 1347.02, Queens, NY",4726,874
14000US36081136700,"Census Tract 1367, Queens, NY",6585,1338
14000US36081137700,"Census Tract 1377, Queens, NY",7882,1058
14000US36081138501,"Census Tract 1385.01, Queens, NY",4515,553
14000US36081138502,"Census Tract 1385.02, Queens, NY",94,83
14000US36081139900,"Census Tract 1399, Queens, NY",1662,274
14000US36081140300,"Census Tract 1403, Queens, NY",2729,429
14000US36081140901,"Census Tract 1409.01, Queens, NY",1261,569
14000US36081140902,"Census Tract 1409.02, Queens, NY",2647,413
14000US36081141700,"Census Tract 1417, Queens, NY",5017,756
14000US36081142900,"Census Tract 1429, Queens, NY",4086,555
14000US36081143500,"Census Tract 1435, Queens, NY",2553,476
14000US36081144100,"Census Tract 1441, Queens, NY",3172,484
14000US36081144700,"Census Tract 1447, Queens, NY",3436,645
14000US36081145101,"Census Tract 1451.01, Queens, NY",1037,231
14000US36081145102,"Census Tract 1451.02, Queens, NY",2748,462
14000US36081145900,"Census Tract 1459, Queens, NY",2854,556
14000US36081146300,"Census Tract 1463, Queens, NY",2951,700
14000US36081146700,"Census Tract 1467, Queens, NY",2828,381
14000US36081147100,"Census Tract 1471, Queens, NY",3322,494
14000US36081147900,"Census Tract 1479, Queens, NY",4649,643
14000US36081148300,"Census Tract 1483, Queens, NY",2960,578
14000US36081150701,"Census Tract 1507.01, Queens, NY",3295,476
14000US36081150702,"Census Tract 1507.02, Queens, NY",3184,454
14000US36081152901,"Census Tract 1529.01, Queens, NY",6291,711
14000US36081152902,"Census Tract 1529.02, Queens, NY",6168,992
14000US36081155101,"Census Tract 1551.01, Queens, NY",2075,482
14000US36081155103,"Census Tract 1551.03, Queens, NY",4986,723
14000US36081155104,"Census Tract 1551.04, Queens, NY",3867,1009
14000US36081156700,"Census Tract 1567, Queens, NY",1652,409
14000US36081157101,"Census Tract 1571.01, Queens, NY",8902,1421
14000US36081157102,"Census Tract 1571.02, Queens, NY",2297,340
14000US36081157901,"Census Tract 1579.01, Queens, NY",5825,971
14000US36081157902,"Census Tract 1579.02, Queens, NY",4218,713
14000US36081157903,"Census Tract 1579.03, Queens, NY",4378,615
14000US36081161700,"Census Tract 1617, Queens, NY",5155,690
14000US36081162100,"Census Tract 1621, Queens, NY",6244,905
14000US36081990100,"Census Tract 9901, Queens, NY",0,13
14000US36085000300,"Census Tract 3, Richmond, NY",2187,232
14000US36085000600,"Census Tract 6, Richmond, NY",2484,588
14000US36085000700,"Census Tract 7, Richmond, NY",4578,974
14000US36085000800,"Census Tract 8, Richmond, NY",5751,706
14000US36085000900,"Census Tract 9, Richmond, NY",1924,473
14000US36085001100,"Census Tract 11, Richmond, NY",3106,702
14000US36085001700,"Census Tract 17, Richmond, NY",1543,364
14000US36085001800,"Census Tract 18, Richmond, NY",525,129
14000US36085002001,"Census Tract 20.01, Richmond, NY",2883,514
14000US36085002002,"Census Tract 20.02, Richmond, NY",3143,388
14000US36085002100,"Census Tract 21, Richmond, NY",4854,810
14000US36085002700,"Census Tract 27, Richmond, NY",1843,573
14000US36085002900,"Census Tract 29, Richmond, NY",4956,862
14000US36085003300,"Census Tract 33, Richmond, NY",3758,592
14000US36085003600,"Census Tract 36, Richmond, NY",3189,499
14000US36085003900,"Census Tract 39, Richmond, NY",2319,377
14000US36085004001,"Census Tract 40.01, Richmond, NY",3159,1293
14000US36085004002,"Census Tract 40.02, Richmond, NY",2395,330
14000US36085004003,"Census Tract 40.03, Richmond, NY",2961,602
14000US36085004004,"Census Tract 40.04, Richmond, NY",4361,1545
14000US36085004700,"Census Tract 47, Richmond, NY",3158,562
14000US36085005000,"Census Tract 50, Richmond, NY",4624,742
14000US36085005901,"Census Tract 59.01, Richmond, NY",3316,509
14000US36085005902,"Census Tract 59.02, Richmond, NY",0,13
14000US36085006400,"Census Tract 64, Richmond, NY",3480,662
14000US36085006700,"Census Tract 67, Richmond, NY",2737,415
14000US36085007001,"Census Tract 70.01, Richmond, NY",3180,709
14000US36085007002,"Census Tract 70.02, Richmond, NY",6761,1197
14000US36085007400,"Census Tract 74, Richmond, NY",4998,631
14000US36085007500,"Census Tract 75, Richmond, NY",4269,718
14000US36085007700,"Census Tract 77, Richmond, NY",1646,337
14000US36085008100,"Census Tract 81, Richmond, NY",4622,652
14000US36085009601,"Census Tract 96.01, Richmond, NY",4673,675
14000US36085009602,"Census Tract 96.02, Richmond, NY",3353,458
14000US36085009701,"Census Tract 97.01, Richmond, NY",4288,543
14000US36085009702,"Census Tract 97.02, Richmond, NY",0,13
14000US36085010500,"Census Tract 105, Richmond, NY",4545,620
14000US36085011201,"Census Tract 112.01, Richmond, NY",5846,837
14000US36085011203,"Census Tract 112.03, Richmond, NY",6622,1263
14000US36085011204,"Census Tract 112.04, Richmond, NY",260,265
14000US36085011401,"Census Tract 114.01, Richmond, NY",3273,581
14000US36085011402,"Census Tract 114.02, Richmond, NY",3532,531
14000US36085012100,"Census Tract 121, Richmond, NY",3076,549
14000US36085012200,"Census Tract 122, Richmond, NY",3976,740
14000US36085012500,"Census Tract 125, Richmond, NY",3020,410
14000US36085012804,"Census Tract 128.04, Richmond, NY",4574,786
14000US36085012805,"Census Tract 128.05, Richmond, NY",2370,562
14000US36085012806,"Census Tract 128.06, Richmond, NY",5595,721
14000US36085013201,"Census Tract 132.01, Richmond, NY",1417,211
14000US36085013203,"Census Tract 132.03, Richmond, NY",6684,899
14000US36085013204,"Census Tract 132.04, Richmond, NY",5246,477
14000US36085013301,"Census Tract 133.01, Richmond, NY",1091,240
14000US36085013302,"Census Tract 133.02, Richmond, NY",3846,835
14000US36085013400,"Census Tract 134, Richmond, NY",4225,704
14000US36085013800,"Census Tract 138, Richmond, NY",6705,915
14000US36085014100,"Census Tract 141, Richmond, NY",2463,418
14000US36085014604,"Census Tract 146.04, Richmond, NY",7392,1304
14000US36085014605,"Census Tract 146.05, Richmond, NY",4043,614
14000US36085014606,"Census Tract 146.06, Richmond, NY",5732,928
14000US36085014607,"Census Tract 146.07, Richmond, NY",4841,608
14000US36085014608,"Census Tract 146.08, Richmond, NY",3304,523
14000US36085014700,"Census Tract 147, Richmond, NY",3288,617
14000US36085015100,"Census Tract 151, Richmond, NY",6017,884
14000US36085015400,"Census Tract 154, Richmond, NY",0,13
14000US36085015601,"Census Tract 156.01, Richmond, NY",6262,828
14000US36085015602,"Census Tract 156.02, Richmond, NY",3533,585
14000US36085015603,"Census Tract 156.03, Richmond, NY",4903,793
14000US36085016901,"Census Tract 169.01, Richmond, NY",3870,720
14000US36085017005,"Census Tract 170.05, Richmond, NY",4873,707
14000US36085017007,"Census Tract 170.07, Richmond, NY",6457,1141
14000US36085017009,"Census Tract 170.09, Richmond, NY",5186,820
14000US36085017011,"Census Tract 170.11, Richmond, NY",4920,655
14000US36085017012,"Census Tract 170.12, Richmond, NY",4364,560
14000US36085017013,"Census Tract 170.13, Richmond, NY",4158,822
14000US36085017014,"Census Tract 170.14, Richmond, NY",4377,485
14000US36085017015,"Census Tract 170.15, Richmond, NY",2940,527
14000US36085017016,"Census Tract 170.16, Richmond, NY",4758,712
14000US36085017300,"Census Tract 173, Richmond, NY",2372,364
14000US36085017600,"Census Tract 176, Richmond, NY",4963,817
14000US36085017701,"Census Tract 177.01, Richmond, NY",3556,605
14000US36085017702,"Census Tract 177.02, Richmond, NY",2331,666
14000US36085018100,"Census Tract 181, Richmond, NY",3268,455
14000US36085018701,"Census Tract 187.01, Richmond, NY",1931,301
14000US36085018703,"Census Tract 187.03, Richmond, NY",4794,847
14000US36085018704,"Census Tract 187.04, Richmond, NY",3770,567
14000US36085018901,"Census Tract 189.01, Richmond, NY",5216,610
14000US36085018902,"Census Tract 189.02, Richmond, NY",6277,1208
14000US36085019700,"Census Tract 197, Richmond, NY",1840,267
14000US36085019800,"Census Tract 198, Richmond, NY",7733,1091
14000US36085020100,"Census Tract 201, Richmond, NY",3777,690
14000US36085020701,"Census Tract 207.01, Richmond, NY",3168,808
14000US36085020702,"Census Tract 207.02, Richmond, NY",2311,564
14000US36085020803,"Census Tract 208.03, Richmond, NY",8451,1041
14000US36085020804,"Census Tract 208.04, Richmond, NY",6055,771
14000US36085020805,"Census Tract 208.05, Richmond, NY",6446,937
14000US36085020806,"Census Tract 208.06, Richmond, NY",2514,681
14000US36085021300,"Census Tract 213, Richmond, NY",5027,1013
14000US36085022300,"Census Tract 223, Richmond, NY",2765,399
14000US36085022601,"Census Tract 226.01, Richmond, NY",6946,913
14000US36085022602,"Census Tract 226.02, Richmond, NY",1323,592
14000US36085022801,"Census Tract 228.01, Richmond, NY",23,17
14000US36085022802,"Census Tract 228.02, Richmond, NY",0,13
14000US36085023100,"Census Tract 231, Richmond, NY",5259,908
14000US36085023900,"Census Tract 239, Richmond, NY",3729,757
14000US36085024401,"Census Tract 244.01, Richmond, NY",5704,846
14000US36085024402,"Census Tract 244.02, Richmond, NY",5028,891
14000US36085024700,"Census Tract 247, Richmond, NY",2886,546
14000US36085024800,"Census Tract 248, Richmond, NY",4864,796
14000US36085025100,"Census Tract 251, Richmond, NY",6002,824
14000US36085027301,"Census Tract 273.01, Richmond, NY",4034,500
14000US36085027302,"Census Tract 273.02, Richmond, NY",4158,663
14000US36085027702,"Census Tract 277.02, Richmond, NY",6540,759
14000US36085027704,"Census Tract 277.04, Richmond, NY",4832,528
14000US36085027705,"Census Tract 277.05, Richmond, NY",6401,735
14000US36085027706,"Census Tract 277.06, Richmond, NY",3625,712
14000US36085027900,"Census Tract 279, Richmond, NY",2288,420
14000US36085029102,"Census Tract 291.02, Richmond, NY",3322,796
14000US36085029104,"Census Tract 291.04, Richmond, NY",6819,1079
14000US36085029105,"Census Tract 291.05, Richmond, NY",4593,735
14000US36085029106,"Census Tract 291.06, Richmond, NY",3529,467
14000US36085030301,"Census Tract 303.01, Richmond, NY",5628,750
14000US36085030302,"Census Tract 303.02, Richmond, NY",6663,716
14000US36085031901,"Census Tract 319.01, Richmond, NY",3422,635
14000US36085031902,"Census Tract 319.02, Richmond, NY",5298,717
14000US36085032300,"Census Tract 323, Richmond, NY",1105,304
14000US36085990100,"Census Tract 9901, Richmond, NY",0,13
16000US3651000,"New York, NY",8736047,0
