geoid,name,B29001001,"B29001001, Error",B29001002,"B29001002, Error",B29001003,"B29001003, Error",B29001004,"B29001004, Error",B29001005,"B29001005, Error"
14000US36047063200,"Census Tract 632, Kings, NY",1212,181,164,75,205,57,428,85,415,113
14000US36047063600,"Census Tract 636, Kings, NY",873,183,139,61,174,75,361,92,199,76
14000US36047063800,"Census Tract 638, Kings, NY",1527,199,248,72,342,99,637,144,300,112
14000US36047064000,"Census Tract 640, Kings, NY",1205,231,137,56,289,94,488,131,291,126
14000US36047064200,"Census Tract 642, Kings, NY",1639,215,193,113,463,117,466,128,517,129
14000US36047064400,"Census Tract 644, Kings, NY",1675,240,329,103,515,117,519,110,312,96
14000US36047064600,"Census Tract 646, Kings, NY",1489,328,226,78,368,74,392,73,503,249
14000US36047064800,"Census Tract 648, Kings, NY",1598,260,299,123,378,118,561,152,360,99
14000US36047065000,"Census Tract 650, Kings, NY",1046,239,152,57,177,70,485,115,232,117
14000US36047065200,"Census Tract 652, Kings, NY",976,152,59,56,176,40,394,65,347,114
14000US36047065400,"Census Tract 654, Kings, NY",1193,279,111,46,264,72,409,81,409,252
14000US36047065600,"Census Tract 656, Kings, NY",1260,202,177,71,309,107,493,120,281,96
14000US36047065800,"Census Tract 658, Kings, NY",1177,214,139,70,226,98,459,92,353,101
14000US36047066000,"Census Tract 660, Kings, NY",1560,290,362,207,295,124,599,119,304,81
14000US36047066200,"Census Tract 662, Kings, NY",992,127,101,46,158,62,452,86,281,88
14000US36047066600,"Census Tract 666, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047067000,"Census Tract 670, Kings, NY",2100,313,384,108,481,128,815,234,420,111
14000US36047067200,"Census Tract 672, Kings, NY",1157,249,191,95,202,68,497,200,267,138
14000US36047067400,"Census Tract 674, Kings, NY",1332,223,247,95,277,119,531,121,277,102
14000US36047067600,"Census Tract 676, Kings, NY",1369,305,365,181,215,103,499,156,290,90
14000US36047067800,"Census Tract 678, Kings, NY",2340,326,425,121,612,155,832,175,471,115
14000US36047068000,"Census Tract 680, Kings, NY",1285,189,275,77,384,121,453,152,173,66
14000US36047068200,"Census Tract 682, Kings, NY",1809,386,272,119,416,141,588,195,533,301
14000US36047068600,"Census Tract 686, Kings, NY",992,177,126,52,292,119,305,91,269,97
14000US36047068800,"Census Tract 688, Kings, NY",1319,214,202,85,360,119,440,115,317,104
14000US36047069000,"Census Tract 690, Kings, NY",1353,283,326,196,233,83,430,148,364,94
14000US36047069200,"Census Tract 692, Kings, NY",1733,283,248,92,439,129,613,159,433,93
14000US36047069601,"Census Tract 696.01, Kings, NY",2611,399,454,154,613,224,941,180,603,135
14000US36047069602,"Census Tract 696.02, Kings, NY",4111,740,511,195,1002,312,1603,369,995,332
14000US36047069800,"Census Tract 698, Kings, NY",874,158,48,35,237,97,299,105,290,113
14000US36047070000,"Census Tract 700, Kings, NY",1014,174,181,81,175,70,385,126,273,77
14000US36047070201,"Census Tract 702.01, Kings, NY",4252,582,348,149,918,255,1287,372,1699,409
14000US36047070202,"Census Tract 702.02, Kings, NY",13,19,0,13,9,12,4,7,0,13
14000US36047070203,"Census Tract 702.03, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047070601,"Census Tract 706.01, Kings, NY",2434,423,389,126,684,159,676,170,685,163
14000US36047070602,"Census Tract 706.02, Kings, NY",0,13,0,13,0,13,0,13,0,13
14000US36047072000,"Census Tract 720, Kings, NY",1291,271,268,80,353,103,435,81,235,177
14000US36047072200,"Census Tract 722, Kings, NY",2019,293,499,150,339,111,599,128,582,145
14000US36047072400,"Census Tract 724, Kings, NY",1454,218,297,123,417,128,319,97,421,127
14000US36047072600,"Census Tract 726, Kings, NY",1654,369,276,120,438,162,626,177,314,98
14000US36047072800,"Census Tract 728, Kings, NY",2617,380,263,150,642,208,807,201,905,216
14000US36047073000,"Census Tract 730, Kings, NY",2042,468,331,154,539,285,747,220,425,118
14000US36047073200,"Census Tract 732, Kings, NY",1442,245,192,106,412,143,427,103,411,162
14000US36047073400,"Census Tract 734, Kings, NY",1305,337,239,106,301,121,422,219,343,79
14000US36047073600,"Census Tract 736, Kings, NY",2260,395,561,194,496,139,719,184,484,188
14000US36047073800,"Census Tract 738, Kings, NY",2325,434,410,200,830,345,496,226,589,238
14000US36047074000,"Census Tract 740, Kings, NY",1963,359,379,138,473,182,630,147,481,181
14000US36047074200,"Census Tract 742, Kings, NY",1996,309,382,126,525,112,652,175,437,110
14000US36047074400,"Census Tract 744, Kings, NY",1718,357,490,213,299,93,688,157,241,66
14000US36047074600,"Census Tract 746, Kings, NY",1397,266,332,136,360,115,345,101,360,123
14000US36047074800,"Census Tract 748, Kings, NY",1170,254,223,137,210,96,324,108,413,113
14000US36047075000,"Census Tract 750, Kings, NY",1949,292,470,117,584,208,455,93,440,133
14000US36047075200,"Census Tract 752, Kings, NY",709,208,69,47,167,117,189,74,284,99
14000US36047075400,"Census Tract 754, Kings, NY",922,154,142,38,146,36,281,96,353,112
14000US36047075600,"Census Tract 756, Kings, NY",1387,276,214,62,251,70,512,164,410,209
14000US36047075800,"Census Tract 758, Kings, NY",1304,257,319,104,147,71,316,78,522,245
14000US36047076000,"Census Tract 760, Kings, NY",1896,303,351,116,352,123,659,158,534,119
14000US36047076200,"Census Tract 762, Kings, NY",2575,491,680,201,847,394,576,168,472,96
14000US36047076400,"Census Tract 764, Kings, NY",2381,368,520,143,884,251,550,155,427,113
14000US36047076600,"Census Tract 766, Kings, NY",1586,365,477,157,324,101,517,152,268,85
14000US36047076800,"Census Tract 768, Kings, NY",2128,524,566,230,587,374,446,167,529,141
14000US36047077000,"Census Tract 770, Kings, NY",1587,329,338,154,455,155,518,196,276,94
14000US36047077200,"Census Tract 772, Kings, NY",2324,738,546,285,583,235,773,447,422,149
14000US36047077400,"Census Tract 774, Kings, NY",2378,563,799,423,754,446,539,161,286,59
14000US36047077600,"Census Tract 776, Kings, NY",3132,399,444,134,597,143,971,178,1120,349
14000US36047078000,"Census Tract 780, Kings, NY",1660,287,364,147,270,99,509,138,517,138
14000US36047078200,"Census Tract 782, Kings, NY",2788,400,483,159,692,216,836,182,777,202
14000US36047078400,"Census Tract 784, Kings, NY",1990,254,406,108,509,149,635,153,440,98
14000US36047078601,"Census Tract 786.01, Kings, NY",1675,688,377,324,335,185,695,289,268,131
14000US36047078602,"Census Tract 786.02, Kings, NY",1345,257,303,158,398,142,368,148,276,86
14000US36047078801,"Census Tract 788.01, Kings, NY",1427,302,435,175,364,135,424,171,204,91
14000US36047078802,"Census Tract 788.02, Kings, NY",1078,373,380,239,210,111,438,150,50,38
14000US36047079001,"Census Tract 790.01, Kings, NY",1070,580,399,427,156,91,366,176,149,79
14000US36047079002,"Census Tract 790.02, Kings, NY",2015,413,560,166,399,178,630,193,426,165
14000US36047079201,"Census Tract 792.01, Kings, NY",800,334,26,32,270,127,389,231,115,101
14000US36047079202,"Census Tract 792.02, Kings, NY",1465,302,407,160,507,210,318,105,233,86
14000US36047079400,"Census Tract 794, Kings, NY",1328,343,267,98,350,141,456,166,255,130
14000US36047079601,"Census Tract 796.01, Kings, NY",2709,503,617,243,1049,282,652,216,391,146
14000US36047079602,"Census Tract 796.02, Kings, NY",3299,509,790,271,1007,243,960,255,542,190
14000US36047079801,"Census Tract 798.01, Kings, NY",2141,490,458,232,771,262,599,315,313,156
14000US36047079802,"Census Tract 798.02, Kings, NY",3692,544,925,297,1312,385,935,336,520,157
14000US36047080000,"Census Tract 800, Kings, NY",2720,370,564,230,502,164,807,228,847,258
14000US36047080200,"Census Tract 802, Kings, NY",3545,631,681,228,1054,295,1164,350,646,218
14000US36047080400,"Census Tract 804, Kings, NY",2621,504,647,239,390,130,790,229,794,318
14000US36047080600,"Census Tract 806, Kings, NY",2388,356,722,194,722,206,554,175,390,153
14000US36047080800,"Census Tract 808, Kings, NY",1478,274,121,50,351,144,532,161,474,98
14000US36047081000,"Census Tract 810, Kings, NY",1664,315,313,154,687,235,416,164,248,110
14000US36047081400,"Census Tract 814, Kings, NY",1949,381,300,161,506,215,561,208,582,149
14000US36047081600,"Census Tract 816, Kings, NY",1850,278,477,107,430,140,574,110,369,127
14000US36047081800,"Census Tract 818, Kings, NY",2765,579,745,322,924,304,547,159,549,197
14000US36047082000,"Census Tract 820, Kings, NY",3268,701,1039,431,994,320,733,213,502,243
14000US36047082200,"Census Tract 822, Kings, NY",5174,859,1045,457,1692,438,1360,354,1077,351
14000US36047082400,"Census Tract 824, Kings, NY",3163,560,758,278,1075,255,751,290,579,179
14000US36047082600,"Census Tract 826, Kings, NY",3340,517,751,216,994,204,976,271,619,181
14000US36047082800,"Census Tract 828, Kings, NY",2437,563,749,233,506,203,873,299,309,113
14000US36047083000,"Census Tract 830, Kings, NY",3924,768,691,312,943,371,1331,476,959,354
14000US36047083200,"Census Tract 832, Kings, NY",1572,284,236,94,379,95,497,180,460,103
14000US36047083400,"Census Tract 834, Kings, NY",1164,200,190,61,227,59,382,149,365,125
14000US36047083600,"Census Tract 836, Kings, NY",1289,214,192,73,269,88,463,120,365,94
14000US36047083800,"Census Tract 838, Kings, NY",1499,275,312,114,305,91,458,134,424,114
14000US36047084000,"Census Tract 840, Kings, NY",1570,266,254,110,334,129,505,121,477,132
14000US36047084600,"Census Tract 846, Kings, NY",1235,174,193,71,195,79,438,103,409,106
14000US36047084800,"Census Tract 848, Kings, NY",1115,236,206,93,309,117,312,75,288,72
14000US36047085000,"Census Tract 850, Kings, NY",1356,310,245,88,389,184,367,142,355,116
14000US36047085200,"Census Tract 852, Kings, NY",14,21,5,8,9,14,0,13,0,13
14000US36047085400,"Census Tract 854, Kings, NY",1282,229,143,65,384,117,356,69,399,109
14000US36047085600,"Census Tract 856, Kings, NY",2368,428,801,349,640,215,600,159,327,130
14000US36047085800,"Census Tract 858, Kings, NY",1537,340,221,116,371,199,440,109,505,143
14000US36047086000,"Census Tract 860, Kings, NY",1945,372,340,163,441,185,865,237,299,122
14000US36047086200,"Census Tract 862, Kings, NY",2029,437,361,143,611,205,638,199,419,185
14000US36047086400,"Census Tract 864, Kings, NY",1983,341,498,161,450,153,661,160,374,119
14000US36047086600,"Census Tract 866, Kings, NY",1888,457,253,136,514,234,640,249,481,156
14000US36047086800,"Census Tract 868, Kings, NY",1685,398,356,280,417,150,516,148,396,108
14000US36047087000,"Census Tract 870, Kings, NY",2084,474,349,176,664,268,650,135,421,182
14000US36047087200,"Census Tract 872, Kings, NY",1956,289,392,144,506,173,677,150,381,114
14000US36047087401,"Census Tract 874.01, Kings, NY",2591,455,513,265,683,305,825,296,570,158
14000US36047087600,"Census Tract 876, Kings, NY",1275,198,359,100,305,118,348,92,263,103
14000US36047087800,"Census Tract 878, Kings, NY",1486,212,312,116,361,104,476,111,337,113
14000US36047088001,"Census Tract 880.01, Kings, NY",1674,549,173,126,258,125,492,219,751,262
14000US36047088002,"Census Tract 880.02, Kings, NY",859,232,136,123,329,157,160,86,234,99
14000US36047088200,"Census Tract 882, Kings, NY",3629,651,784,301,1039,357,1055,291,751,257
14000US36047088400,"Census Tract 884, Kings, NY",2555,363,555,196,544,211,839,234,617,170
14000US36047088600,"Census Tract 886, Kings, NY",2681,778,470,268,508,159,1198,560,505,197
14000US36047088800,"Census Tract 888, Kings, NY",2706,445,627,213,446,154,932,262,701,211
14000US36047089000,"Census Tract 890, Kings, NY",4599,886,1100,361,651,369,2054,460,794,222
14000US36047089200,"Census Tract 892, Kings, NY",2521,726,402,192,491,210,1125,512,503,285
14000US36047089400,"Census Tract 894, Kings, NY",1955,471,438,191,504,195,717,281,296,119
14000US36047089600,"Census Tract 896, Kings, NY",2155,438,300,141,644,212,873,223,338,124
14000US36047089800,"Census Tract 898, Kings, NY",1270,288,283,84,335,182,507,137,145,58
14000US36047090000,"Census Tract 900, Kings, NY",3334,623,774,245,927,231,1051,255,582,240
14000US36047090200,"Census Tract 902, Kings, NY",2641,819,445,193,1045,571,704,182,447,126
14000US36047090600,"Census Tract 906, Kings, NY",2303,332,685,227,647,231,731,195,240,89
14000US36047090800,"Census Tract 908, Kings, NY",4440,1321,1271,681,1627,463,1124,320,418,198
14000US36047091000,"Census Tract 910, Kings, NY",3173,490,681,279,588,271,834,292,1070,342
14000US36047091200,"Census Tract 912, Kings, NY",3124,802,602,276,858,290,1284,498,380,146
14000US36047091600,"Census Tract 916, Kings, NY",2339,333,445,142,778,204,552,164,564,126
14000US36047091800,"Census Tract 918, Kings, NY",1756,228,437,111,333,111,669,196,317,73
14000US36047092000,"Census Tract 920, Kings, NY",1744,504,312,168,227,115,576,188,629,442
14000US36047092200,"Census Tract 922, Kings, NY",1940,495,321,186,328,122,750,333,541,148
14000US36047092400,"Census Tract 924, Kings, NY",1442,289,290,162,435,149,572,170,145,108
