geoid,name,B29001001,"B29001001, Error",B29001002,"B29001002, Error",B29001003,"B29001003, Error",B29001004,"B29001004, Error",B29001005,"B29001005, Error"
14000US36061002602,"Census Tract 26.02, New York, NY",2723,426,704,219,840,243,786,266,393,157
14000US36061002700,"Census Tract 27, New York, NY",930,292,127,50,70,34,419,264,314,98
14000US36061002800,"Census Tract 28, New York, NY",5165,807,945,271,1540,564,1584,550,1096,319
14000US36061002901,"Census Tract 29.01, New York, NY",1284,503,437,211,450,158,257,116,140,97
14000US36061002902,"Census Tract 29.02, New York, NY",3118,665,257,156,970,531,843,293,1048,455
14000US36061003001,"Census Tract 30.01, New York, NY",2835,562,1228,391,687,199,555,258,365,259
14000US36061003002,"Census Tract 30.02, New York, NY",2429,253,788,203,612,201,527,133,502,139
14000US36061003100,"Census Tract 31, New York, NY",2223,303,1387,222,400,123,331,205,105,44
14000US36061003200,"Census Tract 32, New York, NY",6948,1033,1609,442,1660,368,2455,876,1224,274
14000US36061003300,"Census Tract 33, New York, NY",4043,694,458,258,1248,434,1874,542,463,166
14000US36061003400,"Census Tract 34, New York, NY",6155,1001,2639,624,1459,509,1445,486,612,265
14000US36061003601,"Census Tract 36.01, New York, NY",2411,373,635,197,548,168,686,210,542,169
14000US36061003602,"Census Tract 36.02, New York, NY",2970,455,881,233,876,248,731,230,482,248
14000US36061003700,"Census Tract 37, New York, NY",2641,589,451,113,883,493,752,195,555,282
14000US36061003800,"Census Tract 38, New York, NY",7085,1132,3185,682,1407,519,1237,547,1256,403
14000US36061003900,"Census Tract 39, New York, NY",4887,1042,599,242,1566,617,1207,229,1515,791
14000US36061004001,"Census Tract 40.01, New York, NY",2540,540,731,477,881,326,344,181,584,252
14000US36061004002,"Census Tract 40.02, New York, NY",4680,1104,2167,439,1502,846,627,193,384,117
14000US36061004100,"Census Tract 41, New York, NY",6010,1151,1983,417,1285,370,1612,840,1130,342
14000US36061004200,"Census Tract 42, New York, NY",4424,442,2676,253,649,178,737,197,362,197
14000US36061004300,"Census Tract 43, New York, NY",3264,557,1027,283,997,462,612,258,628,220
14000US36061004400,"Census Tract 44, New York, NY",12944,1743,3331,907,3256,962,3996,858,2361,379
14000US36061004500,"Census Tract 45, New York, NY",809,147,124,92,243,88,207,86,235,88
14000US36061004700,"Census Tract 47, New York, NY",1804,242,499,144,401,150,511,124,393,134
14000US36061004800,"Census Tract 48, New York, NY",5239,756,2160,419,1021,245,1237,390,821,299
14000US36061004900,"Census Tract 49, New York, NY",3364,727,705,215,840,377,1029,390,790,223
14000US36061005000,"Census Tract 50, New York, NY",4009,523,601,149,1590,369,1166,328,652,144
14000US36061005200,"Census Tract 52, New York, NY",2640,328,1046,232,551,194,650,183,393,99
14000US36061005400,"Census Tract 54, New York, NY",3653,491,439,186,1170,425,1140,275,904,206
14000US36061005501,"Census Tract 55.01, New York, NY",3359,455,804,275,1042,267,879,304,634,227
14000US36061005502,"Census Tract 55.02, New York, NY",1566,305,352,138,622,133,299,136,293,195
14000US36061005600,"Census Tract 56, New York, NY",3311,537,903,329,1052,430,922,330,434,149
14000US36061005700,"Census Tract 57, New York, NY",2582,552,896,436,539,106,589,196,558,121
14000US36061005800,"Census Tract 58, New York, NY",3141,507,805,377,1446,386,584,287,306,162
14000US36061005900,"Census Tract 59, New York, NY",4055,623,1061,316,920,291,1055,351,1019,276
14000US36061006000,"Census Tract 60, New York, NY",3828,466,346,218,1236,343,1009,226,1237,327
14000US36061006100,"Census Tract 61, New York, NY",4402,550,1561,311,1154,486,833,207,854,254
14000US36061006200,"Census Tract 62, New York, NY",2966,683,1317,566,439,212,708,265,502,204
14000US36061006300,"Census Tract 63, New York, NY",5391,924,1229,663,1308,314,1242,321,1612,472
14000US36061006400,"Census Tract 64, New York, NY",6294,848,1934,461,1966,522,1350,477,1044,294
14000US36061006500,"Census Tract 65, New York, NY",4905,663,1914,362,1600,480,712,222,679,282
14000US36061006600,"Census Tract 66, New York, NY",10201,1751,2844,780,2749,999,1944,850,2664,1255
14000US36061006700,"Census Tract 67, New York, NY",4465,931,1416,773,1342,378,874,240,833,218
14000US36061006800,"Census Tract 68, New York, NY",7091,887,2992,629,1898,542,1343,482,858,281
14000US36061006900,"Census Tract 69, New York, NY",1979,345,551,225,564,186,524,138,340,163
14000US36061007001,"Census Tract 70.01, New York, NY",2988,809,894,341,542,411,624,421,928,241
14000US36061007002,"Census Tract 70.02, New York, NY",3507,591,1296,616,1304,342,694,191,213,154
14000US36061007100,"Census Tract 71, New York, NY",4351,615,1019,321,1224,301,1539,516,569,122
14000US36061007200,"Census Tract 72, New York, NY",6236,776,2393,625,2014,612,1081,496,748,305
14000US36061007300,"Census Tract 73, New York, NY",4472,651,738,259,1242,334,1639,528,853,203
14000US36061007400,"Census Tract 74, New York, NY",3733,682,1541,555,1446,386,435,119,311,130
14000US36061007500,"Census Tract 75, New York, NY",3035,398,475,142,673,173,923,250,964,281
14000US36061007600,"Census Tract 76, New York, NY",1510,258,430,189,490,170,421,155,169,79
14000US36061007700,"Census Tract 77, New York, NY",5028,566,1034,315,1489,408,1603,325,902,230
14000US36061007800,"Census Tract 78, New York, NY",7009,1063,3087,893,1684,462,1251,297,987,455
14000US36061007900,"Census Tract 79, New York, NY",3155,532,408,158,989,439,995,283,763,232
14000US36061008000,"Census Tract 80, New York, NY",4304,612,1500,497,849,231,939,247,1016,214
14000US36061008100,"Census Tract 81, New York, NY",5648,870,1196,417,1336,415,2002,540,1114,487
14000US36061008200,"Census Tract 82, New York, NY",2603,485,728,316,707,215,859,285,309,150
14000US36061008300,"Census Tract 83, New York, NY",3610,617,760,240,872,292,1165,338,813,237
14000US36061008400,"Census Tract 84, New York, NY",1067,295,230,98,301,106,220,68,316,294
14000US36061008601,"Census Tract 86.01, New York, NY",2108,404,1161,389,468,143,231,94,248,82
14000US36061008602,"Census Tract 86.02, New York, NY",0,13,0,13,0,13,0,13,0,13
14000US36061008603,"Census Tract 86.03, New York, NY",4152,590,416,153,934,317,826,211,1976,420
14000US36061008700,"Census Tract 87, New York, NY",4848,705,978,407,1538,476,1868,670,464,266
14000US36061008800,"Census Tract 88, New York, NY",6243,904,1552,409,1645,747,1413,413,1633,383
14000US36061008900,"Census Tract 89, New York, NY",4775,548,1197,331,1243,413,1415,373,920,326
14000US36061009000,"Census Tract 90, New York, NY",5988,978,1738,510,1485,476,1174,411,1591,673
14000US36061009100,"Census Tract 91, New York, NY",5327,763,1354,429,1686,584,1666,347,621,225
14000US36061009200,"Census Tract 92, New York, NY",1225,247,259,95,401,165,209,97,356,142
14000US36061009300,"Census Tract 93, New York, NY",8056,936,647,255,1832,461,3538,661,2039,398
14000US36061009400,"Census Tract 94, New York, NY",86,68,0,13,86,68,0,13,0,13
14000US36061009500,"Census Tract 95, New York, NY",2398,401,1098,280,471,137,550,187,279,76
14000US36061009600,"Census Tract 96, New York, NY",167,69,37,33,40,40,59,35,31,25
14000US36061009700,"Census Tract 97, New York, NY",4022,416,344,156,791,308,1223,371,1664,311
14000US36061009800,"Census Tract 98, New York, NY",5733,1025,1018,322,1082,304,2036,882,1597,460
14000US36061009901,"Census Tract 99.01, New York, NY",1281,506,155,91,589,463,509,225,28,39
14000US36061009902,"Census Tract 99.02, New York, NY",2123,351,633,149,1032,319,416,208,42,37
14000US36061009903,"Census Tract 99.03, New York, NY",476,124,121,85,141,72,111,110,103,93
14000US36061010000,"Census Tract 100, New York, NY",1438,369,255,84,491,133,431,338,261,106
14000US36061010100,"Census Tract 101, New York, NY",1211,573,305,166,612,335,205,152,89,61
14000US36061010200,"Census Tract 102, New York, NY",190,126,0,13,31,27,23,19,136,120
14000US36061010300,"Census Tract 103, New York, NY",1922,556,489,194,684,465,582,235,167,76
14000US36061010400,"Census Tract 104, New York, NY",726,183,196,126,180,80,170,63,180,65
14000US36061010601,"Census Tract 106.01, New York, NY",6560,1086,424,206,1586,945,1734,410,2816,396
14000US36061010602,"Census Tract 106.02, New York, NY",2853,416,378,205,1061,299,893,233,521,168
14000US36061010801,"Census Tract 108.01, New York, NY",2689,555,849,357,680,274,537,276,623,277
14000US36061010802,"Census Tract 108.02, New York, NY",3651,1355,275,203,825,349,706,265,1845,1234
14000US36061010803,"Census Tract 108.03, New York, NY",1090,326,147,101,259,198,369,198,315,143
14000US36061010900,"Census Tract 109, New York, NY",186,46,54,34,55,39,68,41,9,9
14000US36061011000,"Census Tract 110, New York, NY",5295,817,740,258,2158,610,990,380,1407,433
14000US36061011100,"Census Tract 111, New York, NY",3239,609,952,399,1105,246,825,297,357,124
14000US36061011201,"Census Tract 112.01, New York, NY",646,134,75,42,155,79,186,74,230,78
14000US36061011202,"Census Tract 112.02, New York, NY",407,125,36,40,25,21,100,44,246,111
14000US36061011203,"Census Tract 112.03, New York, NY",922,211,295,166,161,69,191,63,275,103
14000US36061011300,"Census Tract 113, New York, NY",86,33,7,8,27,28,29,16,23,38
14000US36061011401,"Census Tract 114.01, New York, NY",877,196,15,16,154,73,321,153,387,90
14000US36061011402,"Census Tract 114.02, New York, NY",1852,528,438,448,381,110,458,154,575,149
14000US36061011500,"Census Tract 115, New York, NY",2354,555,789,299,825,335,582,218,158,77
14000US36061011600,"Census Tract 116, New York, NY",2694,513,590,210,980,312,754,346,370,217
14000US36061011700,"Census Tract 117, New York, NY",3724,726,697,202,1658,460,1182,581,187,88
14000US36061011800,"Census Tract 118, New York, NY",7159,853,1554,554,1927,567,1617,372,2061,472
14000US36061011900,"Census Tract 119, New York, NY",1028,160,24,11,155,77,493,138,356,99
14000US36061012000,"Census Tract 120, New York, NY",2358,417,210,128,391,233,756,233,1001,262
14000US36061012101,"Census Tract 121.01, New York, NY",2242,662,770,587,486,223,510,225,476,304
14000US36061012102,"Census Tract 121.02, New York, NY",4358,841,425,227,632,299,1443,374,1858,541
14000US36061012200,"Census Tract 122, New York, NY",2273,469,302,174,227,145,737,265,1007,250
14000US36061012400,"Census Tract 124, New York, NY",7014,913,1302,470,2476,621,1543,462,1693,436
14000US36061012500,"Census Tract 125, New York, NY",1626,263,264,88,594,177,491,195,277,74
14000US36061012601,"Census Tract 126.01, New York, NY",5784,1260,948,650,947,431,2382,1127,1507,474
14000US36061012602,"Census Tract 126.02, New York, NY",4039,845,471,352,1518,558,1069,286,981,443
14000US36061012700,"Census Tract 127, New York, NY",6270,861,1583,583,2288,580,1690,463,709,286
14000US36061012800,"Census Tract 128, New York, NY",4277,594,444,349,674,220,1224,277,1935,349
14000US36061012901,"Census Tract 129.01, New York, NY",4914,707,704,242,1795,641,2017,570,398,130
14000US36061012902,"Census Tract 129.02, New York, NY",1821,429,456,187,761,302,388,238,216,157
14000US36061013000,"Census Tract 130, New York, NY",2896,569,210,133,398,219,753,266,1535,454
14000US36061013100,"Census Tract 131, New York, NY",2028,327,420,175,744,220,365,101,499,204
14000US36061013201,"Census Tract 132.01, New York, NY",1800,651,556,475,280,206,628,320,336,224
14000US36061013202,"Census Tract 132.02, New York, NY",2762,633,935,446,821,565,450,322,556,584
14000US36061013203,"Census Tract 132.03, New York, NY",3001,897,442,299,904,329,860,727,795,417
14000US36061013300,"Census Tract 133, New York, NY",5268,720,1103,325,1985,552,1409,294,771,343
14000US36061013400,"Census Tract 134, New York, NY",8493,1446,2196,1120,1697,414,2938,618,1662,372
14000US36061013501,"Census Tract 135.01, New York, NY",3373,622,585,375,1561,449,748,155,479,270
14000US36061013502,"Census Tract 135.02, New York, NY",4225,745,1110,481,1347,581,773,271,995,503
14000US36061013601,"Census Tract 136.01, New York, NY",1329,503,87,68,0,13,734,180,508,468
14000US36061013602,"Census Tract 136.02, New York, NY",4351,1284,423,265,1480,1222,1343,395,1105,333
14000US36061013603,"Census Tract 136.03, New York, NY",3029,660,528,385,1095,417,480,299,926,479
14000US36061013604,"Census Tract 136.04, New York, NY",3531,602,1020,481,911,386,798,385,802,354
14000US36061013700,"Census Tract 137, New York, NY",5017,865,661,308,739,378,2317,625,1300,455
14000US36061013800,"Census Tract 138, New York, NY",10313,1875,2365,755,3255,914,2647,1322,2046,789
14000US36061013900,"Census Tract 139, New York, NY",8485,1446,1725,616,2459,949,1949,494,2352,943
14000US36061014000,"Census Tract 140, New York, NY",5757,710,744,364,1621,501,1753,447,1639,338
14000US36061014200,"Census Tract 142, New York, NY",3270,512,292,124,545,238,898,273,1535,439
14000US36061014300,"Census Tract 143, New York, NY",0,13,0,13,0,13,0,13,0,13
14000US36061014401,"Census Tract 144.01, New York, NY",3738,783,253,114,1286,675,1253,218,946,197
14000US36061014402,"Census Tract 144.02, New York, NY",5843,855,1027,354,1190,439,1976,654,1650,388
14000US36061014500,"Census Tract 145, New York, NY",4406,573,986,276,894,258,1334,274,1192,404
14000US36061014601,"Census Tract 146.01, New York, NY",3400,635,973,313,1080,354,646,218,701,390
14000US36061014602,"Census Tract 146.02, New York, NY",6590,1033,1383,536,1532,471,1375,428,2300,689
14000US36061014700,"Census Tract 147, New York, NY",1839,250,208,76,879,243,461,113,291,70
14000US36061014801,"Census Tract 148.01, New York, NY",1965,415,303,139,331,122,703,197,628,172
14000US36061014802,"Census Tract 148.02, New York, NY",4906,767,950,244,1323,465,1502,433,1131,264
14000US36061014900,"Census Tract 149, New York, NY",4077,534,384,114,830,273,1237,261,1626,358
14000US36061015001,"Census Tract 150.01, New York, NY",1413,296,212,142,235,76,364,173,602,149
14000US36061015002,"Census Tract 150.02, New York, NY",3593,345,150,89,343,159,1499,275,1601,299
14000US36061015101,"Census Tract 151.01, New York, NY",2889,665,627,358,836,509,677,272,749,279
14000US36061015102,"Census Tract 151.02, New York, NY",4121,690,306,223,2082,578,1202,423,531,237
14000US36061015200,"Census Tract 152, New York, NY",5470,899,1103,332,1552,459,1277,267,1538,407
14000US36061015301,"Census Tract 153.01, New York, NY",3103,572,642,299,705,227,854,282,902,421
14000US36061015302,"Census Tract 153.02, New York, NY",3974,462,509,225,1315,307,945,303,1205,418
14000US36061015401,"Census Tract 154.01, New York, NY",3899,913,611,319,830,598,1791,499,667,527
14000US36061015402,"Census Tract 154.02, New York, NY",2983,1157,1397,840,630,284,693,258,263,178
14000US36061015403,"Census Tract 154.03, New York, NY",3772,708,307,204,412,278,1682,564,1371,605
14000US36061015501,"Census Tract 155.01, New York, NY",4523,1133,459,243,1121,351,1229,475,1714,872
14000US36061015502,"Census Tract 155.02, New York, NY",4111,961,450,413,957,357,1311,723,1393,296
14000US36061015601,"Census Tract 156.01, New York, NY",3761,513,916,283,1449,357,840,240,556,217
14000US36061015602,"Census Tract 156.02, New York, NY",1680,310,272,111,583,220,524,176,301,107
14000US36061015700,"Census Tract 157, New York, NY",8008,1087,1056,363,2831,629,2692,888,1429,385
14000US36061015801,"Census Tract 158.01, New York, NY",3793,443,739,206,859,218,1172,309,1023,283
14000US36061015802,"Census Tract 158.02, New York, NY",3344,592,1513,265,641,203,542,235,648,419
14000US36061015900,"Census Tract 159, New York, NY",6815,1059,610,231,1405,854,2439,561,2361,515
14000US36061016001,"Census Tract 160.01, New York, NY",2549,471,229,193,288,84,1025,357,1007,191
14000US36061016002,"Census Tract 160.02, New York, NY",2553,654,713,225,432,135,632,138,776,557
14000US36061016100,"Census Tract 161, New York, NY",5145,742,585,210,1723,582,1628,343,1209,198
14000US36061016200,"Census Tract 162, New York, NY",6378,1269,1306,475,1383,534,1835,386,1854,923
14000US36061016300,"Census Tract 163, New York, NY",5252,921,755,259,1238,466,1958,662,1301,318
14000US36061016400,"Census Tract 164, New York, NY",5592,1045,1165,349,1158,315,2130,772,1139,286
14000US36061016500,"Census Tract 165, New York, NY",5405,721,700,278,1558,289,1337,336,1810,528
14000US36061016600,"Census Tract 166, New York, NY",4234,725,951,238,1363,452,1425,399,495,137
14000US36061016700,"Census Tract 167, New York, NY",4970,560,887,238,1133,329,1811,344,1139,251
14000US36061016800,"Census Tract 168, New York, NY",2998,339,348,120,633,146,1079,203,938,176
14000US36061016900,"Census Tract 169, New York, NY",5766,692,1093,408,1643,438,1418,375,1612,344
14000US36061017000,"Census Tract 170, New York, NY",6460,1275,1145,297,2115,981,1840,306,1360,271
14000US36061017100,"Census Tract 171, New York, NY",7404,1123,906,341,1617,530,3364,865,1517,350
14000US36061017200,"Census Tract 172, New York, NY",4078,692,1391,375,1057,453,1122,316,508,206
14000US36061017300,"Census Tract 173, New York, NY",6076,836,607,266,2220,610,1255,376,1994,595
14000US36061017401,"Census Tract 174.01, New York, NY",3387,627,574,215,546,219,1390,419,877,157
14000US36061017402,"Census Tract 174.02, New York, NY",2063,365,656,280,677,196,405,101,325,105
14000US36061017500,"Census Tract 175, New York, NY",7797,1473,526,223,2200,1037,2762,703,2309,429
14000US36061017700,"Census Tract 177, New York, NY",7475,2250,788,428,2516,1773,2289,602,1882,426
14000US36061017800,"Census Tract 178, New York, NY",2846,592,595,225,1191,524,669,162,391,266
14000US36061017900,"Census Tract 179, New York, NY",6641,975,1075,328,1735,868,2408,567,1423,311
14000US36061018000,"Census Tract 180, New York, NY",4741,617,1180,392,1421,387,1551,348,589,132
14000US36061018100,"Census Tract 181, New York, NY",7667,1165,1034,325,1519,364,2358,744,2756,676
14000US36061018200,"Census Tract 182, New York, NY",4763,659,1138,363,1260,396,1491,414,874,262
14000US36061018300,"Census Tract 183, New York, NY",6826,1029,1733,713,1572,387,1881,625,1640,479
14000US36061018400,"Census Tract 184, New York, NY",5373,781,1280,436,1821,454,1434,366,838,232
14000US36061018500,"Census Tract 185, New York, NY",3648,598,718,305,919,234,805,182,1206,490
14000US36061018600,"Census Tract 186, New York, NY",4255,685,1226,365,981,233,1322,347,726,157
14000US36061018700,"Census Tract 187, New York, NY",7725,2231,1483,1049,2284,892,2434,569,1524,332
14000US36061018800,"Census Tract 188, New York, NY",3046,485,1069,324,787,320,828,289,362,124
14000US36061018900,"Census Tract 189, New York, NY",7389,971,1667,462,1526,485,2274,539,1922,498
14000US36061019000,"Census Tract 190, New York, NY",2786,306,608,214,705,167,970,182,503,120
14000US36061019100,"Census Tract 191, New York, NY",6809,998,1089,573,1487,528,2030,425,2203,431
14000US36061019200,"Census Tract 192, New York, NY",2625,403,692,185,670,192,803,214,460,203
14000US36061019300,"Census Tract 193, New York, NY",8270,1270,3085,800,1515,446,2212,672,1458,348
14000US36061019400,"Census Tract 194, New York, NY",4163,689,964,327,1243,396,1127,277,829,330
14000US36061019500,"Census Tract 195, New York, NY",5662,598,1121,319,1065,352,1882,393,1594,293
14000US36061019600,"Census Tract 196, New York, NY",2952,506,628,221,843,344,652,178,829,215
14000US36061019701,"Census Tract 197.01, New York, NY",564,91,177,76,192,57,126,46,69,25
14000US36061019702,"Census Tract 197.02, New York, NY",2239,358,634,184,676,194,559,185,370,124
14000US36061019800,"Census Tract 198, New York, NY",1825,523,173,83,505,325,632,146,515,223
14000US36061019900,"Census Tract 199, New York, NY",6543,798,2492,419,750,186,1322,285,1979,511
14000US36061020000,"Census Tract 200, New York, NY",2427,439,693,186,436,154,795,284,503,231
14000US36061020101,"Census Tract 201.01, New York, NY",1533,186,1231,156,75,42,130,48,97,35
14000US36061020102,"Census Tract 201.02, New York, NY",2723,381,701,205,679,179,1045,220,298,76
14000US36061020300,"Census Tract 203, New York, NY",2806,338,2381,294,173,92,87,43,165,134
14000US36061020500,"Census Tract 205, New York, NY",4331,470,2543,339,315,115,781,206,692,139
14000US36061020600,"Census Tract 206, New York, NY",2840,483,685,242,876,252,983,220,296,74
14000US36061020701,"Census Tract 207.01, New York, NY",1661,325,879,166,404,195,342,105,36,30
14000US36061020800,"Census Tract 208, New York, NY",3804,682,963,428,1046,234,1216,341,579,234
14000US36061020901,"Census Tract 209.01, New York, NY",2266,383,581,200,576,209,691,160,418,119
14000US36061021000,"Census Tract 210, New York, NY",5003,716,725,256,1587,400,1533,431,1158,377
14000US36061021100,"Census Tract 211, New York, NY",7459,1180,2852,696,1614,638,1743,407,1250,273
14000US36061021200,"Census Tract 212, New York, NY",3355,515,299,190,1069,294,779,197,1208,272
14000US36061021303,"Census Tract 213.03, New York, NY",4805,741,1304,354,1650,460,1197,326,654,272
14000US36061021400,"Census Tract 214, New York, NY",2600,333,305,87,864,214,667,194,764,128
14000US36061021500,"Census Tract 215, New York, NY",2955,368,715,193,962,182,743,225,535,137
14000US36061021600,"Census Tract 216, New York, NY",6183,823,1433,340,2214,426,1995,523,541,164
14000US36061021703,"Census Tract 217.03, New York, NY",0,13,0,13,0,13,0,13,0,13
14000US36061021800,"Census Tract 218, New York, NY",4419,833,1066,334,1216,330,1581,620,556,183
14000US36061021900,"Census Tract 219, New York, NY",3296,544,779,211,1247,529,800,265,470,180
14000US36061022000,"Census Tract 220, New York, NY",4755,843,1364,664,1731,390,974,217,686,386
14000US36061022102,"Census Tract 221.02, New York, NY",2114,362,285,121,801,187,872,294,156,62
14000US36061022200,"Census Tract 222, New York, NY",2427,373,510,204,816,170,806,229,295,111
14000US36061022301,"Census Tract 223.01, New York, NY",5851,872,1964,499,1635,542,1461,307,791,309
14000US36061022302,"Census Tract 223.02, New York, NY",2223,374,779,221,428,171,493,144,523,132
14000US36061022400,"Census Tract 224, New York, NY",4713,597,1486,324,1213,285,1349,291,665,217
14000US36061022500,"Census Tract 225, New York, NY",7513,1199,1563,440,2159,366,2308,657,1483,467
14000US36061022600,"Census Tract 226, New York, NY",3638,446,904,258,1153,283,1024,209,557,143
14000US36061022700,"Census Tract 227, New York, NY",3784,749,638,214,1791,629,959,291,396,148
14000US36061022800,"Census Tract 228, New York, NY",4796,657,1119,358,1579,317,1354,332,744,241
14000US36061022900,"Census Tract 229, New York, NY",6157,1013,1621,492,2124,546,1467,370,945,310
14000US36061023000,"Census Tract 230, New York, NY",6221,772,1290,381,1926,484,1784,377,1221,342
14000US36061023100,"Census Tract 231, New York, NY",5016,1125,912,283,2153,757,1414,499,537,218
14000US36061023200,"Census Tract 232, New York, NY",5422,703,1592,407,1201,279,2053,484,576,177
14000US36061023300,"Census Tract 233, New York, NY",4345,746,1299,389,1478,563,1100,270,468,181
14000US36061023400,"Census Tract 234, New York, NY",3540,575,800,227,1396,493,1065,267,279,86
14000US36061023501,"Census Tract 235.01, New York, NY",4781,593,1317,309,1597,336,1320,348,547,147
14000US36061023502,"Census Tract 235.02, New York, NY",1155,252,300,137,428,165,283,102,144,58
14000US36061023600,"Census Tract 236, New York, NY",5789,897,1704,573,887,266,2008,471,1190,334
14000US36061023700,"Census Tract 237, New York, NY",4265,682,1180,358,1280,423,1173,281,632,168
14000US36061023802,"Census Tract 238.02, New York, NY",3126,555,261,151,539,233,1072,300,1254,311
14000US36061023803,"Census Tract 238.03, New York, NY",2241,359,389,175,592,265,591,155,669,153
14000US36061023804,"Census Tract 238.04, New York, NY",1011,347,70,66,475,195,226,127,240,167
14000US36061023900,"Census Tract 239, New York, NY",1917,322,580,225,563,199,443,136,331,154
14000US36061024000,"Census Tract 240, New York, NY",1605,552,280,137,622,274,649,262,54,40
14000US36061024100,"Census Tract 241, New York, NY",6132,812,1716,479,1114,318,1738,331,1564,304
14000US36061024200,"Census Tract 242, New York, NY",3057,460,753,214,922,239,867,225,515,111
14000US36061024301,"Census Tract 243.01, New York, NY",3553,726,1072,478,1201,439,820,188,460,149
14000US36061024302,"Census Tract 243.02, New York, NY",4752,567,1062,317,1181,339,1725,370,784,171
14000US36061024500,"Census Tract 245, New York, NY",9856,1208,2947,787,2730,734,2518,540,1661,564
14000US36061024700,"Census Tract 247, New York, NY",5153,1057,1364,622,1023,339,1264,465,1502,563
14000US36061024900,"Census Tract 249, New York, NY",750,154,266,90,281,116,77,49,126,82
14000US36061025100,"Census Tract 251, New York, NY",1708,385,496,157,353,152,546,166,313,82
14000US36061025300,"Census Tract 253, New York, NY",6870,718,1926,511,1964,411,1786,477,1194,257
14000US36061025500,"Census Tract 255, New York, NY",4781,1006,1291,324,1291,628,1400,691,799,207
14000US36061025700,"Census Tract 257, New York, NY",3543,413,995,221,1212,270,995,183,341,94
14000US36061025900,"Census Tract 259, New York, NY",2635,324,338,132,891,199,1214,251,192,53
14000US36061026100,"Census Tract 261, New York, NY",7744,1222,2066,541,2289,734,2140,530,1249,343
14000US36061026300,"Census Tract 263, New York, NY",5985,894,2017,555,1908,501,1189,299,871,268
14000US36061026500,"Census Tract 265, New York, NY",5858,977,855,288,2172,537,1868,816,963,196
14000US36061026700,"Census Tract 267, New York, NY",1467,195,885,150,193,90,283,93,106,52
14000US36061026900,"Census Tract 269, New York, NY",6117,1021,1499,494,1698,537,1699,705,1221,314
14000US36061027100,"Census Tract 271, New York, NY",6314,869,2149,593,1773,345,1591,385,801,184
14000US36061027300,"Census Tract 273, New York, NY",5143,682,812,432,1827,378,1601,337,903,255
14000US36061027500,"Census Tract 275, New York, NY",2548,532,270,112,820,505,886,192,572,151
14000US36061027700,"Census Tract 277, New York, NY",4714,721,924,325,1197,287,830,211,1763,527
14000US36061027900,"Census Tract 279, New York, NY",6532,881,1880,528,1832,442,1721,510,1099,241
14000US36061028100,"Census Tract 281, New York, NY",2541,360,451,241,789,165,750,193,551,125
14000US36061028300,"Census Tract 283, New York, NY",5374,901,973,246,1241,278,1624,316,1536,707
14000US36061028500,"Census Tract 285, New York, NY",5469,1034,1655,383,1603,607,1029,260,1182,402
14000US36061028700,"Census Tract 287, New York, NY",3081,426,435,183,983,293,1121,179,542,164
14000US36061029100,"Census Tract 291, New York, NY",7270,1221,1997,728,2400,583,2035,476,838,258
14000US36061029300,"Census Tract 293, New York, NY",5815,1207,1436,494,1725,628,1558,352,1096,288
14000US36061029500,"Census Tract 295, New York, NY",5899,836,885,382,2306,773,1787,256,921,172
14000US36061029700,"Census Tract 297, New York, NY",17,14,1,5,7,12,6,6,3,5
14000US36061029900,"Census Tract 299, New York, NY",2785,428,416,127,676,214,879,233,814,145
14000US36061030300,"Census Tract 303, New York, NY",3129,557,477,172,1174,249,911,215,567,197
14000US36061030700,"Census Tract 307, New York, NY",3121,555,363,200,929,296,1322,356,507,86
14000US36061030900,"Census Tract 309, New York, NY",6941,912,1776,535,1627,346,2458,436,1080,208
14000US36061031100,"Census Tract 311, New York, NY",0,13,0,13,0,13,0,13,0,13
14000US36061031703,"Census Tract 317.03, New York, NY",3943,617,374,226,1600,383,1600,547,369,163
14000US36061031704,"Census Tract 317.04, New York, NY",7686,1206,619,309,2162,515,3770,976,1135,337
14000US36061031900,"Census Tract 319, New York, NY",0,13,0,13,0,13,0,13,0,13
14000US36081000101,"Census Tract 1.01, Queens, NY",2894,462,80,108,1943,384,466,167,405,195
14000US36081000102,"Census Tract 1.02, Queens, NY",3054,553,777,254,1797,520,396,233,84,76
14000US36081000103,"Census Tract 1.03, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081000104,"Census Tract 1.04, Queens, NY",233,280,32,40,79,91,61,91,61,97
14000US36081000200,"Census Tract 2, Queens, NY",1814,400,494,138,485,292,614,136,221,92
14000US36081000400,"Census Tract 4, Queens, NY",2080,493,522,217,507,243,699,178,352,160
14000US36081000600,"Census Tract 6, Queens, NY",1928,319,400,111,441,200,688,127,399,175
14000US36081000701,"Census Tract 7.01, Queens, NY",1735,260,206,119,968,255,488,208,73,66
14000US36081000702,"Census Tract 7.02, Queens, NY",2471,410,467,176,989,303,645,183,370,116
14000US36081000800,"Census Tract 8, Queens, NY",2079,403,540,154,460,152,668,151,411,141
14000US36081001000,"Census Tract 10, Queens, NY",2600,699,556,204,793,289,950,371,301,82
14000US36081001200,"Census Tract 12, Queens, NY",2321,520,406,175,738,201,789,266,388,193
14000US36081001400,"Census Tract 14, Queens, NY",2729,630,501,139,531,173,1221,590,476,164
14000US36081001600,"Census Tract 16, Queens, NY",1730,301,285,96,361,103,710,260,374,63
